,Title,Movie Rating,Year,Gross Income,Movie Genre,Movie Runtime,IMDb Rating,Votes
5830,Grab,PG,2011,0.0,Documentary,57,7.4,0.0
5831,Grace,R,2009,0.01,"Drama,Horror,Thriller",85,5.2,7787.0
5832,Grace,R,2014,0.0,"Horror,Thriller",87,4.7,0.0
5833,Grace & Glorie,PG,1998,0.0,Drama,98,6.6,0.0
5834,Grace & Mercy,PG,2006,0.0,"Crime,Drama",82,6.6,0.0
5835,Grace Is Gone,PG-13,2007,0.05,"Drama,War",85,6.7,9175.0
5836,Grace Unplugged,PG,2013,2.51,"Drama,Music",102,6.1,3318.0
5837,Grace of My Heart,R,1996,0.62,"Comedy,Drama,Music",116,6.7,3684.0
5838,Gracie,PG-13,2007,2.96,"Biography,Drama,Sport",95,6.2,4084.0
5839, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",22,7.5,0.0
5840,Graffiti Bridge,PG-13,1990,4.56,"Drama,Music",90,4.5,1877.0
5841,Gran Torino,R,2008,148.1,Drama,116,8.1,734922.0
5842,Grand Avenue,R,1996,0.0,Drama,167,7.2,0.0
5843,Grand Canyon,R,1991,33.24,"Crime,Drama",134,6.9,15127.0
5844,Grand Champion,G,2002,0.16,"Comedy,Family",93,4.1,698.0
5845,Grand Piano,R,2013,0.02,"Drama,Music,Mystery",90,5.9,17882.0
5846,Grand Theft Parsons,PG-13,2003,0.0,"Adventure,Comedy,Drama",88,6.0,0.0
5847,Grand-Daddy Day Care,PG-13,2019,0.0,"Comedy,Family",96,4.9,0.0
5848,Granddaddy Tha Movie,R,2015,0.0,Action,84,7.8,0.0
5849,Grandma,R,2015,6.98,"Comedy,Drama",79,6.7,15082.0
5850,Grandma's Boy,R,2006,6.09,Comedy,94,7.0,79356.0
5851,Grantham & Rose,PG,2014,0.0,"Comedy,Drama,Family",90,5.6,0.0
5852,Grapes,PG,2006,0.0,"Short,Romance",20,8.5,0.0
5853,Graphic,R,2005,0.0,"Short,Thriller",40,8.4,0.0
5854,GrassRoots: The Cannabis Revolution,PG-13,2016,0.0,Documentary,91,6.6,0.0
5855,Grassroots,R,2012,0.01,"Comedy,Drama",98,5.3,1074.0
5856,Grateful Dawg,PG-13,2000,0.36,Documentary,81,7.2,310.0
5857,Grave Matters,R,2004,0.0,"Horror,Thriller",90,5.5,0.0
5858,Gravesend,R,1995,0.0,"Crime,Drama",85,6.2,0.0
5859,Graveyard Shift,R,1990,11.58,Horror,86,4.9,10462.0
5860,Gravity,PG-13,2013,274.09,"Drama,Sci-Fi,Thriller",91,7.7,784510.0
5861,Gray Matters,PG-13,2006,0.06,"Comedy,Romance",96,5.7,6894.0
5862,Grayson: Earth One,PG-13,2013,0.0,"Drama,Sci-Fi",16,7.4,0.0
5863,Great Expectations,R,1998,26.33,"Drama,Romance",111,6.8,52168.0
5864,Great Expectations,PG-13,2012,0.26,"Drama,Romance",128,6.4,12553.0
5865,Great White,PG-13,1998,0.0,"Action,Horror",90,4.0,0.0
5866,Great World of Sound,R,2007,0.02,"Comedy,Drama,Music",106,6.7,1176.0
5867,Greater,PG,2016,1.99,"Biography,Family,Sport",130,7.3,5318.0
5868,Greedy,PG-13,1994,13.15,Comedy,113,6.3,14433.0
5869,Greedy Lying Bastards,PG-13,2012,0.09,Documentary,90,5.7,253.0
5870,Green Book,PG-13,2018,85.08,"Biography,Comedy,Drama",130,8.2,414797.0
5871,Green Card,PG-13,1990,29.89,"Comedy,Drama,Romance",107,6.2,23165.0
5872,Green Collar Comedy Show,R,2010,0.0,Comedy,60,5.0,0.0
5873,Green Day Live at Fox Theater,R,2010,0.0,Music,146,9.0,0.0
5874,Green Day: Still Breathing,G,2016,0.0,"Short,Music",4,8.2,0.0
5875,Green Dragon,PG-13,2001,0.28,Drama,115,6.1,1098.0
5876,Green Flash,PG-13,2008,0.0,"Comedy,Drama,Sport",95,4.4,0.0
5877,Green Is Red,PG-13,2012,0.0,"Animation,Short,Action",12,7.8,0.0
5878,Green Is the New Gold,PG-13,2017,0.0,"Documentary,Short",41,7.0,0.0
5879,Green Lantern,PG-13,2011,116.6,"Action,Adventure,Sci-Fi",114,5.5,271945.0
5880,Green Lantern: Emerald Knights,PG,2011,0.0,"Animation,Action,Adventure",84,6.8,0.0
5881,Green Lantern: First Flight,PG-13,2009,0.0,"Animation,Action,Adventure",77,7.1,0.0
5882,Green Room,R,2015,3.22,"Horror,Thriller",95,7.0,112129.0
5883,Green Zone,R,2010,35.05,"Action,Drama,Thriller",115,6.8,133298.0
5884,Green from the Grave,PG-13,2014,0.0,"Short,Action,Horror",20,8.0,0.0
5885,Green is Gold,R,2016,0.0,"Crime,Drama",81,6.0,933.0
5886,Greenberg,R,2010,4.22,"Comedy,Drama,Romance",107,6.1,36671.0
5887,Greencastle,PG-13,2012,0.0,Drama,129,7.5,0.0
5888,Greener Grass,G,2000,0.0,"Documentary,History,Sport",60,5.3,0.0
5889,Greenfingers,R,2000,1.44,"Comedy,Crime,Romance",91,6.8,5644.0
5890,Greenland,PG-13,2020,0.0,"Action,Drama,Thriller",119,6.4,0.0
5891,Greenmail,R,2002,0.0,"Action,Crime,Drama",93,4.8,0.0
5892,Greetings from the Shore,R,2007,0.1,"Comedy,Drama,Romance",116,6.0,555.0
5893,Gremlins 2: The New Batch,PG-13,1990,41.48,"Comedy,Fantasy,Horror",106,6.4,96644.0
5894,According to Greta,PG-13,2009,0.0,"Drama,Romance",92,6.1,0.0
5895,Greta,R,2018,10.52,"Drama,Mystery,Thriller",98,6.0,30124.0
5896,Gretel & Hansel,PG-13,2020,0.0,"Fantasy,Horror,Mystery",87,5.4,0.0
5897,Grey Knight,R,1993,0.0,"Horror,War",82,4.7,0.0
5898,Grey Lady,R,2017,0.0,"Crime,Drama,Mystery",107,4.4,0.0
5899,Greyhound,PG-13,2020,0.0,"Action,Drama,History",91,7.0,0.0
5900,Gridiron Gang,PG-13,2006,38.43,"Biography,Crime,Drama",125,6.9,58046.0
5901,Gridlock'd,R,1997,5.48,"Comedy,Crime,Drama",91,6.9,14980.0
5902,Griffin & Phoenix,PG-13,2006,0.0,"Comedy,Drama,Romance",102,7.0,0.0
5903,Grilled,R,2006,0.0,"Comedy,Crime",83,5.2,0.0
5904,Grilling Bobby Hicks,PG-13,2009,0.0,"Comedy,Drama",87,8.0,0.0
5905,Grim Prairie Tales: Hit the Trail... to Terror,R,1990,0.0,"Horror,Western",86,5.4,0.0
5906,The Brothers Grimsby,R,2016,6.86,"Action,Adventure,Comedy",83,6.2,95975.0
5907,Grind,PG-13,2003,5.11,"Adventure,Comedy,Sport",105,6.0,12000.0
5908,Grindhouse,R,2007,25.03,"Action,Horror,Thriller",191,7.5,180127.0
5909,Gringo,R,2018,4.97,"Action,Comedy,Crime",111,6.1,28000.0
5910,Gringo Wedding,R,2006,0.0,"Comedy,Romance",105,4.8,0.0
5911,Grizzly Falls,PG,1999,0.16,"Adventure,Drama",94,5.9,575.0
5912,Grizzly Man,R,2005,3.17,"Documentary,Biography",103,7.8,54821.0
5913,Grizzly Mountain,G,1996,0.34,"Adventure,Family,Fantasy",96,5.4,214.0
5914,Grizzly Park,R,2008,0.0,"Adventure,Comedy,Horror",91,4.0,0.0
5915,Groove,R,2000,1.11,"Drama,Music",86,6.6,4147.0
5916,Grosse Pointe Blank,R,1997,28.01,"Action,Comedy,Crime",107,7.3,90175.0
5917,Ground Control,PG-13,1998,0.0,"Action,Adventure,Drama",93,5.6,0.0
5918, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",30,8.0,0.0
5919,Groundhog Day,PG,1993,70.91,"Comedy,Fantasy,Romance",101,8.0,591145.0
5920,Group Sex,R,2010,0.0,Comedy,92,5.0,0.0
5921,Grow House,R,2017,1.01,Comedy,96,4.7,340.0
5922,Growing Up Brady,PG-13,2000,0.0,"Biography,Drama",100,6.1,0.0
5923,Growing Up Wild,G,2016,0.0,Documentary,78,7.2,0.0
5924,Grown Ups,PG-13,2010,162.0,Comedy,102,5.9,233457.0
5925,Grown Ups 2,PG-13,2013,133.67,Comedy,101,5.4,144368.0
5926,Grudge Match,PG-13,2013,29.81,"Comedy,Drama,Sport",113,6.4,58732.0
5927,Grumpier Old Men,PG-13,1995,69.87,"Comedy,Romance",101,6.7,25195.0
5928,Grumpy Cat's Worst Christmas Ever,G,2014,0.0,"Action,Adventure,Comedy",87,5.1,0.0
5929,Grumpy Old Men,PG-13,1993,70.17,"Comedy,Drama,Romance",103,7.0,44738.0
5930,Guadalajara: The Experience,PG,2010,0.0,Action,110,8.4,0.0
5931,Guard Dog,R,2004,0.0,"Animation,Short,Comedy",5,7.3,0.0
5932,Guard Dog Global Jam,R,2011,0.0,"Animation,Short",5,7.4,0.0
5933,Guarded Secrets,R,1997,0.0,Thriller,91,4.6,0.0
5934,Guardian Angel,R,1994,0.25,"Action,Drama,Thriller",97,5.0,379.0
5935,Guardian Angel,R,2014,0.0,"Action,Drama",86,7.2,0.0
5936,Guardians of the Galaxy,PG-13,2014,333.18,"Action,Adventure,Comedy",121,8.0,1076924.0
5937,Guardians of the Galaxy Vol. 2,PG-13,2017,389.81,"Action,Adventure,Comedy",136,7.6,597838.0
5938,Guarding Eddy,PG,2004,0.0,"Drama,Sport",96,6.8,0.0
5939,Guarding Tess,PG-13,1994,27.05,"Comedy,Drama",96,6.2,16423.0
5940,Guerrilla Blood,R,2017,0.0,Horror,80,5.2,0.0
5941,Guess Who,PG-13,2005,68.92,"Comedy,Romance",105,5.9,41244.0
5942,Guest House,R,2020,0.0,Comedy,84,4.4,0.0
5943,Guide Dog,R,2006,0.0,"Animation,Short",6,6.8,0.0
5944,Guilt & Sentence,PG-13,2010,0.0,"Drama,Mystery,Thriller",93,7.4,0.0
5945,Guilty Hearts,R,2006,0.0,Drama,180,4.8,0.0
5946,Guilty Until Proven Innocent,PG-13,1991,0.0,Drama,93,6.3,0.0
5947,Guilty as Charged,R,1991,0.0,"Comedy,Crime",95,5.3,0.0
5948,Guilty as Charged,R,2000,0.0,"Action,Adventure",97,4.3,0.0
5949,Guilty as Sin,R,1993,22.89,"Crime,Drama,Thriller",107,5.6,5005.0
5950,Guilty by Suspicion,PG-13,1991,9.48,Drama,105,6.5,8092.0
5951,Guinevere,R,1999,0.61,"Drama,Romance",104,6.0,2476.0
5952,Guitar Man,PG-13,2020,0.0,"Documentary,Music",113,7.8,0.0
5953,Gulliver's Travels,PG,1996,0.0,"Adventure,Drama,Family",186,6.9,0.0
5954,Gulliver's Travels,PG,2010,42.78,"Adventure,Comedy,Family",85,4.9,66974.0
5955,Gumby: The Movie,Not Rated,1995,0.06,"Animation,Adventure,Comedy",90,6.2,831.0
5956,Gummo,R,1997,0.02,"Comedy,Drama",89,6.7,33089.0
5957,Gun Hill Road,R,2011,0.15,Drama,86,6.6,1135.0
5958,Gun Shy,R,2000,1.63,"Comedy,Crime,Romance",101,5.7,7119.0
5959,Guncrazy,R,1992,0.11,"Crime,Drama,Romance",97,5.5,2289.0
5960,Gunda,G,2020,0.0,Documentary,93,7.4,0.0
5961,Gunfight at La Mesa,PG-13,2010,0.0,Western,88,4.5,0.0
5962,Gunfighter's Moon,PG-13,1995,0.0,"Action,Drama,Romance",95,6.5,0.0
5963,Gunmen,R,1993,3.41,"Action,Comedy,Crime",94,5.3,3411.0
5964,Gunmen,R,2007,0.0,"Short,Action",37,7.3,0.0
5965,Gunner Palace,PG-13,2004,0.61,"Documentary,War",85,6.6,1898.0
5966,Gunnin' for That #1 Spot,PG-13,2008,0.05,"Documentary,Sport",90,6.4,486.0
5967,Guns,R,1990,0.0,Action,96,4.4,0.0
5968,Guns N' Roses Appetite for Democracy 3D Live at Hard Rock Las Vegas,PG,2014,0.0,"Documentary,Music",164,7.8,0.0
5969,Guns of Honor,R,1994,0.0,Western,188,4.5,0.0
5970,Gunshy,R,1998,0.0,"Crime,Drama",100,6.0,0.0
5971,Gunsmoke: The Last Apache,PG-13,1990,0.0,Western,94,7.2,0.0
5972,Gunsmoke: To the Last Man,R,1992,0.0,Western,91,7.3,0.0
5973,Gunwalkers,PG-13,2017,0.0,"Short,Action,Crime",19,8.0,0.0
5974,Guy,R,1996,0.0,Drama,94,6.2,0.0
5975,Guy X,R,2005,0.0,"Comedy,War",101,5.1,0.0
5976,The Guyver,PG-13,1991,0.0,"Action,Comedy,Sci-Fi",88,5.0,0.0
5977,Guyver: Dark Hero,R,1994,0.0,"Action,Sci-Fi,Thriller",127,5.9,0.0
5978,Gwen Stefani: What You Waiting For?,R,2004,0.0,"Short,Fantasy,Music",5,7.2,0.0
5979,Gym Rat,PG,2014,0.0,"Short,Comedy",15,8.6,0.0
5980,Gypsy 83,R,2001,0.03,"Drama,Romance",94,6.8,1547.0
5981,Gypsy Angels,R,1990,0.0,Drama,92,4.0,0.0
5982,H2O Extreme,PG-13,2009,0.0,"Action,Sport",95,4.5,0.0
5983,The Man with the Iron Heart,R,2017,0.0,"Action,Biography,Thriller",120,6.4,0.0
5984,Shipwrecked,PG,1990,0.0,"Adventure,Family",92,6.7,0.0
5985,Habana Instant,R,2015,0.0,Drama,96,7.3,0.0
5986,Hachi: A Dog's Tale,G,2009,0.0,"Biography,Drama,Family",93,8.1,0.0
5987,Towards Darkness,R,2007,0.0,"Crime,Drama,Thriller",94,5.6,0.0
5988,Hack!,R,2007,0.0,"Comedy,Horror",89,4.1,0.0
5989,Hacker,R,2016,0.0,"Crime,Drama,Thriller",95,6.2,0.0
5990,Hackers,PG-13,1995,7.56,"Comedy,Crime,Drama",105,6.2,66666.0
5991,Hacks,R,1997,0.0,"Mystery,Comedy",93,5.0,0.0
5992,Hacksaw Ridge,R,2016,67.21,"Biography,Drama,History",139,8.1,458275.0
5993,Haggard,R,2003,0.0,"Comedy,Romance",96,6.3,0.0
5994,Hags,PG-13,2010,0.0,"Short,Comedy",0,6.6,0.0
5995,Haiku Tunnel,R,2001,0.25,Comedy,88,6.2,1293.0
5996,Hail Satan?,R,2019,0.42,Documentary,95,7.3,6081.0
5997,"Hail, Caesar!",PG-13,2016,30.08,"Comedy,Drama,Music",106,6.3,127328.0
5998,Hair Love,G,2019,0.0,"Animation,Short,Comedy",7,7.4,0.0
5999,Hair Show,PG-13,2004,0.3,"Comedy,Romance",105,5.2,5692.0
6000,Hair-Jitsu,PG,2019,0.0,"Animation,Short,Family",5,6.6,0.0
6001,Hair Brained,PG-13,2013,0.0,"Comedy,Drama,Fantasy",97,5.4,0.0
6002,Too Smooth,R,1998,0.0,"Comedy,Romance",89,4.2,0.0
6003,Hairspray,PG,2007,118.87,"Comedy,Drama,Musical",117,6.6,122482.0
6004,Hala,R,2019,0.0,Drama,94,6.0,0.0
6005,Half Baked,R,1998,17.28,"Comedy,Crime",82,6.7,59549.0
6006,Half Brothers,PG-13,2020,0.0,"Comedy,Drama",96,6.1,0.0
6007,Half Light,R,2006,0.0,"Drama,Horror,Mystery",110,6.0,0.0
6008,Half Magic,R,2018,0.0,"Comedy,Romance",94,4.7,0.0
6009,Half Nelson,R,2006,2.69,Drama,106,7.2,85216.0
6010,Half Past Dead,PG-13,2002,15.36,"Action,Crime,Thriller",98,4.6,14992.0
6011,Half Past Dead 2,R,2007,0.0,"Action,Crime",92,4.4,0.0
6012,Hall Pass,R,2011,45.06,"Comedy,Romance",105,5.8,121402.0
6013,Halloway's Eve,G,2017,0.0,Animation,22,5.8,0.0
6014,Halloween,R,2007,58.27,Horror,109,6.1,111176.0
6015,Halloween,R,2018,159.34,"Crime,Horror,Thriller",106,6.5,126156.0
6016,Halloween H20: 20 Years Later,R,1998,55.04,"Horror,Thriller",86,5.8,67991.0
6017,Halloween II,R,2009,33.39,Horror,105,4.8,49752.0
6018,Halloween: Resurrection,R,2002,30.35,"Horror,Thriller",94,4.0,38871.0
6019,Halloween: The Curse of Michael Myers,R,1995,15.12,"Horror,Thriller",87,4.8,32324.0
6020,Halo Legends,PG-13,2010,0.0,"Animation,Action,Adventure",120,6.6,0.0
6021,The Hammer,PG-13,2010,0.08,"Biography,Drama,Sport",108,7.0,1731.0
6022,Hamilton,PG-13,2020,0.0,"Biography,Drama,History",160,8.4,0.0
6023,Hamlet,PG,1990,20.71,Drama,135,6.7,21695.0
6024,Hamlet,PG-13,1996,4.41,Drama,242,7.7,36669.0
6025,Hamlet,R,2000,1.57,"Drama,Romance,Thriller",112,6.0,9257.0
6026,Hamlet,PG,2009,0.0,Drama,180,8.2,0.0
6027,Hamlet 2,R,2008,4.88,"Comedy,Music",92,6.3,16683.0
6028,Hanazuki: Full of Treasures,TV-Y7,2017–2019,0.0,Animation,11,8.2,0.0
6029,Hanazuki: Full of Treasures,G,2017,0.0,"Animation,Short",0,8.3,0.0
6030,Hancock,PG-13,2008,227.95,"Action,Drama,Fantasy",92,6.4,454704.0
6031,Hand Fart,PG-13,2016,0.0,"Short,Comedy,Drama",5,5.5,0.0
6032,Hand Gun,R,1994,0.0,"Action,Crime,Thriller",90,5.5,0.0
6033,Handcart,PG,2002,0.1,History,110,4.7,67.0
6034,"Hands Up, Don't Shoot",PG-13,2017,0.0,"Short,Action,Drama",16,7.1,0.0
6035,Hands of Stone,R,2016,4.71,"Biography,Drama,Sport",111,6.6,15567.0
6036,Hands on a Hardbody: The Documentary,PG,1997,0.49,"Documentary,Comedy",98,7.6,1958.0
6037,Handsome Harry,R,2009,0.02,Drama,94,6.1,2106.0
6038,Hangfire,R,1991,0.0,"Action,Thriller",91,4.1,0.0
6039,Hangin' with the Homeboys,R,1991,0.53,"Comedy,Drama",88,7.0,1378.0
6040,Hanging Up,PG-13,2000,36.05,"Comedy,Drama",94,4.9,12140.0
6041,Hangman,R,2001,0.0,Thriller,96,5.2,0.0
6042,Hangman,R,2017,0.0,"Crime,Drama,Mystery",98,5.2,0.0
6043,Hangman's Curse,PG-13,2003,0.17,"Horror,Mystery,Thriller",106,4.9,2536.0
6044,Hank and Mike,R,2008,0.0,"Comedy,Fantasy",86,5.9,0.0
6045,Hanna,PG-13,2011,40.26,"Action,Adventure,Drama",111,6.8,193109.0
6046,Hanna's Gold,PG,2010,0.0,"Adventure,Family",92,5.2,0.0
6047,Hannah Has a Ho-Phase,R,2012,0.0,"Comedy,Romance",93,6.0,0.0
6048,Hannah Montana: The Movie,G,2009,79.57,"Comedy,Drama,Family",102,4.6,40643.0
6049,Hannah's Law,PG,2012,0.0,"Action,Adventure,Drama",88,5.2,0.0
6050,Hannibal,R,2001,165.09,"Crime,Drama,Thriller",131,6.8,261015.0
6051,Hannibal Rising,R,2007,27.67,"Action,Adventure,Crime",121,6.2,106005.0
6052,Hansel & Gretel,PG,2002,0.1,"Comedy,Family,Fantasy",89,4.4,1278.0
6053,Hansel & Gretel: Witch Hunters,R,2013,55.7,"Action,Fantasy,Horror",88,6.1,198126.0
6054,Happiest Season,PG-13,2020,0.0,"Comedy,Drama,Romance",102,6.6,0.0
6055,Happily N'Ever After,PG,2006,15.59,"Animation,Adventure,Comedy",87,4.5,10344.0
6056,Happy,R,2015,0.0,"Comedy,Drama,Romance",100,4.9,0.0
6057,Happy Accidents,R,2000,0.69,"Comedy,Romance",110,7.2,9622.0
6058,Happy Birthday,R,2016,0.0,"Comedy,Horror,Thriller",90,5.2,0.0
6059,Happy Campers,R,2001,0.0,Comedy,94,5.5,0.0
6060,Happy Christmas,R,2014,0.03,"Comedy,Drama,Family",82,5.4,7924.0
6061,Happy Death Day,PG-13,2017,55.68,"Comedy,Horror,Mystery",96,6.6,124194.0
6062,Happy Death Day 2U,PG-13,2019,28.05,"Comedy,Horror,Mystery",100,6.2,64061.0
6063,Happy Endings,R,2005,1.31,"Comedy,Drama,Music",128,6.3,8992.0
6064,Happy Face Murders,R,1999,0.0,"Crime,Drama",98,5.7,0.0
6065,Happy Feet,PG,2006,198.0,"Animation,Adventure,Comedy",108,6.4,174456.0
6066,Happy Feet Two,PG,2011,64.01,"Animation,Adventure,Comedy",100,5.9,42775.0
6067,Happy Gilmore,PG-13,1996,38.62,"Comedy,Sport",92,7.0,205485.0
6068,Happy Here and Now,R,2002,0.0,Drama,89,5.2,321.0
6069,Happy New Year,R,2011,0.0,"Drama,War",104,6.0,0.0
6070,Happy Now,G,2004,0.0,Short,18,6.5,0.0
6071,Happy Tears,R,2009,0.02,"Comedy,Drama",92,5.2,1463.0
6072,Happy Valley,PG-13,2007,0.0,Drama,85,5.7,0.0
6073,Happy Valley,PG-13,2008,0.07,Documentary,90,6.4,75.0
6074,"Happy, Texas",PG-13,1999,1.94,"Comedy,Crime,Romance",98,6.3,9701.0
6075,Happythankyoumoreplease,R,2010,0.22,"Comedy,Drama,Romance",100,6.8,29494.0
6076,Harbinger Down,R,2015,0.0,"Horror,Sci-Fi",82,4.6,0.0
6077,Hard,R,1998,0.26,"Crime,Drama,Thriller",102,5.6,492.0
6078,Hard As Nails,R,2001,0.0,"Action,Comedy,Crime",83,4.0,0.0
6079,Hardball,PG-13,2001,40.22,"Drama,Sport",106,6.4,29305.0
6080,Hard Candy,R,2005,1.01,"Drama,Thriller",104,7.1,156281.0
6081,Hard Cash,R,2002,0.0,"Action,Crime,Thriller",116,4.5,0.0
6082,Hard Drive,R,1994,0.0,Thriller,92,5.5,0.0
6083,Hard Evidence,R,1995,0.0,"Action,Drama,Thriller",100,4.7,0.0
6084,Hard Hunted,R,1993,0.0,"Action,Adventure,Thriller",97,4.2,0.0
6085,Hard Justice,R,1995,0.0,Action,88,5.6,0.0
6086,Hard Luck,R,2006,0.0,"Action,Crime,Drama",101,5.2,0.0
6087,Hard Promises,PG,1991,0.31,"Comedy,Drama,Family",95,5.6,575.0
6088,Hard Rain,R,1998,19.82,"Action,Crime,Drama",97,5.9,33957.0
6089,Hard Road Home,PG,2007,0.0,Documentary,74,7.6,0.0
6090,Hard Target,R,1993,32.59,"Action,Adventure,Drama",97,6.2,47680.0
6091,Hard Target 2,R,2016,0.0,"Action,Thriller",104,5.3,0.0
6092,Hard Time,R,1996,0.0,Thriller,91,4.6,0.0
6093,Hard to Die,NC-17,1990,0.0,"Action,Comedy,Horror",77,5.0,0.0
6094,Hard to Kill,R,1990,47.41,"Action,Crime,Drama",96,5.8,28273.0
6095,Hardball,R,1997,0.0,"Action,Drama",97,4.5,0.0
6096,Hardcore Henry,R,2015,9.25,"Action,Adventure,Sci-Fi",96,6.7,90082.0
6097,Hardflip,PG-13,2012,0.1,"Action,Drama",112,5.6,769.0
6098,Hardrock,R,2007,0.0,Action,98,5.0,0.0
6099,Hardware,R,1990,5.73,"Sci-Fi,Thriller",94,6.0,14578.0
6100,Hardwired,R,2009,0.0,"Action,Sci-Fi",94,4.7,0.0
6101,Hare and Loathing in Las Vegas,G,2004,0.0,"Animation,Comedy,Family",6,6.2,0.0
6102,Harlem Aria,R,1999,0.0,Drama,100,6.3,0.0
6103,Harlem Blues,R,2003,0.0,Drama,95,5.5,0.0
6104,Harley,PG,1991,0.0,Drama,84,4.6,0.0
6105,Harley Davidson and the Marlboro Man,R,1991,7.43,"Action,Crime,Drama",98,6.1,19161.0
6106,Harmony,PG-13,2005,0.0,"Short,Drama",7,7.7,0.0
6107,Harold,PG-13,2008,0.0,Comedy,90,5.5,0.0
6108,Harold & Kumar Escape from Guantanamo Bay,R,2008,38.09,"Adventure,Comedy",114,6.6,132635.0
6109,Harold & Kumar Go to White Castle,R,2004,18.23,"Adventure,Comedy",88,7.0,186773.0
6110,Harriet,PG-13,2019,0.0,"Action,Biography,Drama",125,6.6,0.0
6111,Harriet the Spy,PG,1996,26.54,"Comedy,Drama,Family",100,5.9,9898.0
6112,Harry Potter and the Chamber of Secrets,PG,2002,261.99,"Adventure,Family,Fantasy",161,7.4,574234.0
6113,Harry Potter and the Deathly Hallows: Part 2,PG-13,2011,381.01,"Adventure,Drama,Fantasy",130,8.1,791571.0
6114,Harry Potter and the Goblet of Fire,PG-13,2005,290.01,"Adventure,Family,Fantasy",157,7.7,566625.0
6115,Harry Potter and the Order of the Phoenix,PG-13,2007,292.0,"Action,Adventure,Family",138,7.5,527967.0
6116,Harry Potter and the Prisoner of Azkaban,PG,2004,249.36,"Adventure,Family,Fantasy",142,7.9,572195.0
6117,Harry Potter and the Sorcerer's Stone,PG,2001,317.58,"Adventure,Family,Fantasy",152,7.6,687426.0
6118,Harry Styles: Lights Up,G,2019,0.0,"Short,Music",3,8.4,0.0
6119,Harry Styles: Watermelon Sugar,G,2020,0.0,"Short,Music",3,8.4,0.0
6120,Harsh Times,R,2005,3.34,"Action,Crime,Drama",116,6.9,64050.0
6121,Hart and Soul: The Hart Family Anthology,PG,2010,0.0,"Documentary,Action,Biography",98,7.6,0.0
6122,Hart's War,R,2002,19.08,"Drama,War",125,6.3,51575.0
6123,Harvard Beats Yale 29-29,PG,2008,0.27,"Documentary,Biography,Sport",105,7.2,625.0
6124,Harvard Man,R,2001,0.06,"Comedy,Crime,Drama",99,4.8,4296.0
6125,Harvest,R,1998,0.0,Drama,96,4.7,0.0
6126,Harvest,R,2010,0.02,Drama,102,5.3,167.0
6127,Harvest of Fire,PG,1996,0.0,"Crime,Drama",99,6.5,0.0
6128,Harvest of Redemption,PG-13,2005,0.0,"Action,Drama,Family",95,7.8,0.0
6129,Harvey Danger: Flagpole Sitta,R,1998,0.0,"Short,Music",4,6.9,0.0
6130,Hatch,PG-13,2011,0.0,"Short,Drama",19,6.7,0.0
6131,Hatched,G,2008,0.0,"Short,Drama",25,6.0,0.0
6132,Hatchet,R,2006,0.16,"Comedy,Horror,Thriller",93,5.7,29714.0
6133,Hatchet II,R,2010,0.06,"Action,Comedy,Horror",85,5.5,12875.0
6134,Hatchet III,R,2013,0.0,"Action,Comedy,Horror",81,5.7,0.0
6135,Hate Crime,R,2005,0.04,"Crime,Drama,Mystery",104,6.3,1440.0
6136,Hate the Game,R,2004,0.0,Drama,88,4.3,0.0
6137,Hateship Loveship,R,2013,0.05,"Drama,Romance",104,6.1,6655.0
6138,Hating Breitbart,R,2012,0.08,Documentary,85,6.8,469.0
6139,Haunt,R,2013,0.0,"Horror,Mystery,Romance",86,5.2,0.0
6140,Haunt,R,2019,0.0,"Horror,Thriller",92,6.3,0.0
6141,Haunted,R,1995,0.0,"Drama,Horror",108,6.2,0.0
6142,Haunted,R,2014,0.0,"Horror,Thriller",102,4.7,0.0
6143,Haunted Castle,PG,2001,13.65,"Animation,Short,Horror",38,5.3,456.0
6144,Haunting Fear,R,1990,0.0,"Drama,Horror,Thriller",88,4.1,0.0
6145,Hav Plenty,R,1997,2.3,"Comedy,Romance",92,6.4,1008.0
6146,Havana,R,1990,9.24,"Drama,Romance,War",144,6.1,7525.0
6147,Have a Little Faith,PG,2011,0.0,"Biography,Drama",82,6.9,0.0
6148, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",22,7.5,0.0
6149,Haven,PG-13,1997,0.0,Drama,0,7.2,0.0
6150,Haven,PG-13,2001,0.0,"Biography,Drama,History",180,6.3,0.0
6151,Haven,R,2004,0.14,"Crime,Drama",115,5.8,6514.0
6152,Haven't We Met Before?,R,2002,0.0,"Crime,Drama,Mystery",90,5.4,0.0
6153,Havoc,R,2005,0.0,"Crime,Drama",85,5.5,0.0
6154,Hawaii the Stolen Paradise,PG-13,2014,0.0,"Documentary,History,News",53,6.6,0.0
6155,Toy Story Toons: Hawaiian Vacation,G,2011,0.0,"Animation,Short,Comedy",6,7.3,0.0
6156,Hawk's Vengeance,R,1996,0.0,Action,92,5.0,0.0
6157,Haywire,R,2011,18.94,"Action,Drama,Thriller",93,5.8,84991.0
6158,He Got Game,R,1998,21.55,"Drama,Sport",136,6.9,45610.0
6159,He Heard My Cry,PG-13,2011,0.0,"Drama,Family",101,8.2,0.0
