,Title,Movie Rating,Year,Gross Income,Movie Genre,Movie Runtime,IMDb Rating,Votes
7417,Jury Duty; The Comedy,PG,1990,0.0,Comedy,94,4.6,0.0
7418,Just 45 Minutes from Broadway,R,2012,0.12,Drama,112,5.0,47.0
7419,Just Add Water,R,2008,0.0,"Comedy,Romance",95,5.6,0.0
7420,Just Another Day,R,2009,0.0,"Drama,Music",95,5.0,0.0
7421,Just Another Girl on the I.R.T.,R,1992,0.48,Drama,92,6.3,966.0
7422,Just Before I Go,R,2014,0.01,"Comedy,Drama",95,6.4,18208.0
7423,Just Believe,PG-13,2016,0.0,"Drama,Fantasy,Romance",106,6.0,0.0
7424,Just Cause,R,1995,36.85,"Action,Crime,Drama",102,6.4,25481.0
7425,Just Friends,PG,1996,0.0,"Comedy,Romance",99,6.0,0.0
7426,Just Friends,PG-13,2005,32.62,"Comedy,Romance",96,6.2,109477.0
7427,Just Getting Started,PG-13,2017,6.07,"Comedy,Crime",91,4.5,6673.0
7428,Just Go with It,PG-13,2011,103.03,"Comedy,Romance",117,6.4,227610.0
7429,Just Let Go,PG-13,2015,0.0,Drama,106,6.8,0.0
7430,Just Like Dad,PG,1995,0.0,"Comedy,Drama,Family",101,6.0,0.0
7431,Just Like Heaven,PG-13,2005,48.32,"Comedy,Drama,Fantasy",95,6.7,101395.0
7432,Just Like Joe,PG-13,2008,0.0,Drama,100,7.7,0.0
7433,Just Like Me,PG-13,2009,0.0,"Short,Comedy,Drama",26,7.2,0.0
7434,Just Like Us,R,2010,0.0,"Documentary,Comedy",72,7.1,0.0
7435,Just Like a Woman,R,2012,0.0,Drama,87,5.5,0.0
7436,Just Like in the Movies,R,1990,0.0,Comedy,92,7.3,0.0
7437,Just Like the Son,PG-13,2006,0.0,Drama,86,6.5,0.0
7438,Just Looking,R,1999,0.04,"Comedy,Drama",97,6.7,1454.0
7439,Just Looking,R,1995,0.0,"Comedy,Drama,Romance",84,5.1,0.0
7440,Just Married,PG-13,2003,56.13,"Comedy,Romance",95,5.5,68814.0
7441,Just Mercy,PG-13,2019,0.0,"Biography,Crime,Drama",137,7.6,0.0
7442,Just My Luck,PG-13,2006,17.32,"Comedy,Fantasy,Romance",103,5.4,54752.0
7443,Just One More Kiss,PG-13,2019,0.0,"Drama,Romance",100,5.0,0.0
7444,Just One Night,R,2000,0.0,Comedy,90,5.5,0.0
7445,Just One Time,R,1998,0.02,"Comedy,Drama,Romance",111,6.2,711.0
7446,Just Visiting,PG-13,2001,4.78,"Adventure,Comedy,Fantasy",88,5.8,18600.0
7447,Just Wright,PG,2010,21.52,"Comedy,Romance,Sport",100,5.9,13885.0
7448,Just Write,PG-13,1997,0.0,"Comedy,Romance",102,6.2,0.0
7449,Just Your Luck,R,1996,0.0,"Comedy,Drama",86,5.6,0.0
7450,Just a Kiss,R,2002,0.06,"Comedy,Drama,Romance",89,5.0,1469.0
7451,Just a Little Harmless Sex,R,1998,0.07,"Comedy,Romance",98,4.9,718.0
7452,Just a Minute: Doctor Who Special,PG,2011,0.0,Family,30,5.8,0.0
7453,Just a Thought,G,2019,0.0,"Animation,Short,Family",6,7.6,0.0
7454,Just the Ticket,R,1998,0.43,"Comedy,Romance",115,5.6,1897.0
7455,Justice,R,2004,0.0,Drama,104,6.5,0.0
7456,Justice,R,2017,0.0,"Drama,Western",92,4.0,0.0
7457,Justice League,PG-13,2017,229.02,"Action,Adventure,Fantasy",120,6.1,419121.0
7458,Justice League Dark,R,2017,0.0,"Animation,Action,Adventure",75,7.1,0.0
7459,Justice League Dark: Apokolips War,R,2020,0.0,"Animation,Action,Sci-Fi",90,7.8,0.0
7460,Justice League Lego Adventure: Part 1,G,2013,0.0,"Short,Action,Comedy",12,7.1,0.0
7461,Justice League vs. Teen Titans,PG-13,2016,0.0,"Animation,Action,Adventure",78,7.0,0.0
7462,Justice League vs the Fatal Five,PG-13,2019,0.0,"Animation,Action,Fantasy",77,6.5,0.0
7463,Justice League: Crisis on Two Earths,PG-13,2010,0.0,"Animation,Action,Fantasy",75,7.3,0.0
7464,Justice League: Doom,PG-13,2012,0.0,"Animation,Action,Fantasy",75,7.5,0.0
7465,Justice League: Gods and Monsters,PG-13,2015,0.0,"Animation,Action,Adventure",76,7.0,0.0
7466,Justice League: The Flashpoint Paradox,PG-13,2013,0.0,"Animation,Action,Adventure",75,8.1,0.0
7467,Justice League: The New Frontier,PG-13,2008,0.0,"Animation,Action,Adventure",75,7.0,0.0
7468,Justice League: Throne of Atlantis,PG-13,2015,0.0,"Animation,Action,Adventure",72,6.7,0.0
7469,Justice League: War,PG-13,2014,0.0,"Animation,Action,Adventure",79,7.3,0.0
7470,Justin Bieber feat. Quavo: Intentions,G,2020,0.0,"Short,Music",6,6.3,0.0
7471,Justin Bieber: Somebody to Love,G,2010,0.0,"Short,Music,Musical",3,5.6,0.0
7472,Justine,PG-13,2013,0.0,"Short,Drama,Romance",7,6.4,0.0
7473,Justine: In the Heat of Passion,R,1996,0.0,"Adventure,Romance",89,4.5,0.0
7474,Juvenile Delinquents,R,2020,0.0,Drama,118,6.1,0.0
7475,Juwanna Mann,PG-13,2002,13.57,"Comedy,Drama,Romance",91,4.6,6461.0
7476,K-19: The Widowmaker,PG-13,2002,35.17,"Drama,History,Thriller",138,6.7,60946.0
7477,K-911,PG-13,1999,0.0,"Action,Comedy,Crime",91,5.7,0.0
7478,K-9: P.I.,PG-13,2002,0.0,"Action,Comedy,Crime",95,5.8,0.0
7479,K-Ci & JoJo: All My Life,G,1998,0.0,"Short,Music",4,5.1,0.0
7480,K-PAX,PG-13,2001,50.34,"Drama,Mystery,Sci-Fi",120,7.4,177461.0
7481,K2,R,1991,3.11,"Adventure,Drama,Sport",104,6.2,6555.0
7482,Kabluey,PG-13,2007,0.08,Comedy,86,6.6,4357.0
7483,Journey of Honor,PG-13,1991,0.0,"Action,Adventure,Drama",107,5.5,0.0
7484,Kafka,PG-13,1991,1.06,"Drama,Mystery,Sci-Fi",98,6.9,9668.0
7485,Kajillionaire,R,2020,0.0,"Comedy,Crime,Drama",104,6.5,0.0
7486,Kalamazoo?,PG-13,2006,0.05,Comedy,107,4.7,123.0
7487,Kalamity,R,2010,0.0,"Drama,Thriller",98,4.5,0.0
7488,Kalifornia,R,1993,2.4,"Crime,Drama,Thriller",117,6.7,52079.0
7489,Kama Sutra: A Tale of Love,R,1996,4.11,"Crime,Drama,History",114,6.0,10184.0
7490,Kangaroo Jack,PG,2003,66.93,"Action,Adventure,Comedy",89,4.4,30366.0
7491,Kansas City,R,1996,1.35,"Crime,Drama,Music",116,6.3,4514.0
7492,Karaoke Superstars,PG-13,2006,0.0,Reality-TV,90,4.9,0.0
7493, E! True Hollywood Story,G,1996,0.0,"Documentary,Biography",120,7.1,0.0
7494,The Secret World of Arrietty,G,2010,19.2,"Animation,Adventure,Family",94,7.6,84700.0
7495,Karim,G,2011,0.0,"Short,Crime,Drama",13,8.4,0.0
7496,Karla,R,2006,0.0,"Crime,Drama,Thriller",99,5.5,0.0
7497,Karma,R,2010,0.0,"Drama,Mystery,Thriller",0,7.4,0.0
7498,Karma Calling,PG-13,2009,0.0,Comedy,90,6.4,0.0
7499,Karma Road,R,2010,0.0,Drama,81,8.0,0.0
7500,Kate & Leopold,PG-13,2001,47.12,"Comedy,Fantasy,Romance",118,6.4,80488.0
7501, Celebrity Wife Swap,PG,2012,0.0,Reality-TV,44,6.6,0.0
7502,Kate's Addiction,R,1999,0.0,"Drama,Thriller",90,4.2,0.0
7503,Katy Perry Feat. Skip Marley: Chained to the Rhythm,G,2017,0.0,"Short,Music,Sci-Fi",4,6.9,0.0
7504,Katy Perry the Movie: Part of Me - Behind the Scenes,PG,2012,0.0,Short,6,6.1,0.0
7505,Part of Me,PG,2012,25.24,"Documentary,Music",93,5.9,13435.0
7506,Katy Perry: Waking Up in Vegas,PG-13,2009,0.0,"Short,Music",4,6.3,0.0
7507,Kavijar koneksn,PG,2008,0.0,Documentary,58,7.9,0.0
7508,The Wind Rises,PG-13,2013,5.21,"Animation,Biography,Drama",126,7.8,77477.0
7509,Ke$ha: TiK ToK,PG-13,2009,0.0,"Short,Comedy,Music",3,6.1,0.0
7510,Keane,R,2004,0.03,"Drama,Mystery,Thriller",100,6.9,5372.0
7511,Keanu,R,2016,20.57,"Action,Comedy,Crime",100,6.3,46604.0
7512,Keaton's Cop,R,1990,0.0,Crime,100,4.5,0.0
7513,Keep Watching,R,2017,0.0,"Horror,Mystery,Thriller",89,4.3,0.0
7514,Keep Your Distance,R,2005,0.0,"Drama,Mystery,Romance",94,5.2,0.0
7515,Keep Your Eyes Open,PG-13,2002,0.0,Documentary,78,5.1,0.0
7516,Keep on Keepin' On,R,2014,0.16,Documentary,84,7.8,985.0
7517,"Keep the Faith, Baby",PG,2002,0.0,"Biography,Drama",107,7.2,0.0
7518,Keep the River on Your Right: A Modern Cannibal Tale,R,2000,0.35,"Documentary,Adventure,Romance",93,6.8,808.0
7519,Keeper of the City,R,1991,0.0,"Action,Crime,Thriller",96,4.9,0.0
7520,Keeping Mum,R,2005,1.62,"Comedy,Crime",99,6.8,33713.0
7521,Keeping Up with the Joneses,PG-13,2016,14.9,"Action,Comedy",105,5.9,59675.0
7522,Keeping Up with the Randalls,G,2011,0.0,"Comedy,Romance",90,5.5,0.0
7523,Keeping Up with the Steins,PG-13,2006,4.33,Comedy,90,5.4,3073.0
7524,Keeping the Faith,PG-13,2000,37.05,"Comedy,Drama,Romance",128,6.4,50576.0
7525,Keith,PG-13,2008,0.0,"Drama,Romance",95,7.4,0.0
7526,Kelly & Cal,R,2014,0.01,"Comedy,Drama",111,6.2,2042.0
7527,Kenny Chesney: Be As You Are,G,2005,0.0,Music,0,5.1,0.0
7528,Kenny Chesney: Setting the World on Fire,PG-13,2016,0.0,"Short,Music",4,5.6,0.0
7529,Kept,R,2001,0.0,"Drama,Thriller",98,4.2,0.0
7530, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",22,7.2,0.0
7531,Keri Hilson feat. Lil Wayne: Turnin Me on,R,2008,0.0,"Short,Music",4,6.9,0.0
7532,Kermit's Swamp Years,G,2002,0.0,"Adventure,Comedy,Family",82,5.5,0.0
7533,Kettle of Fish,R,2006,0.0,"Comedy,Romance",97,5.2,0.0
7534,Kevin Hart: Laugh at My Pain,R,2011,7.71,"Documentary,Comedy",89,7.4,5880.0
7535,Kevin Hart: Let Me Explain,R,2013,32.24,"Documentary,Comedy",75,6.8,8695.0
7536,Kevin Hart: What Now?,R,2016,23.59,"Documentary,Comedy",96,5.9,9113.0
7537,Keys to Tulsa,R,1997,0.0,"Crime,Drama,Thriller",113,5.2,0.0
7538,Khephir,G,2010,0.0,"Short,Drama,Fantasy",9,7.0,0.0
7539,Kick Like a Girl,G,2008,0.0,"Short,Sport",25,6.8,0.0
7540,Kick-Ass,R,2010,48.07,"Action,Comedy,Crime",117,7.6,535181.0
7541,Kick-Ass 2,R,2013,28.8,"Action,Comedy,Crime",103,6.5,259682.0
7542,Kickboxer 2: The Road Back,R,1991,1.25,"Action,Sport",90,4.5,5518.0
7543,Kickboxer 3: The Art of War,R,1992,0.0,"Action,Sport,Thriller",92,4.2,0.0
7544,Kickboxer 4: The Aggressor,R,1994,0.0,"Action,Sport",90,4.0,0.0
7545,Kickboxer: Retaliation,R,2018,0.0,"Action,Drama",110,5.0,4939.0
7546,Kicked in the Head,R,1997,0.1,"Comedy,Crime,Drama",87,4.5,966.0
7547,Kickin' It Old Skool,PG-13,2007,4.5,Comedy,107,4.6,6935.0
7548,Kicking & Screaming,PG,2005,52.58,"Comedy,Family,Romance",95,5.6,36865.0
7549,Kicking and Screaming,R,1995,0.7,"Comedy,Drama,Romance",96,6.8,12682.0
7550,Kicks,R,2016,0.15,"Adventure,Drama",80,6.4,4204.0
7551,Kid,R,1990,0.0,"Action,Thriller",91,6.2,0.0
7552,Kid Cop,G,1996,0.0,"Action,Comedy,Crime",93,4.5,0.0
7553,Kid Ink Feat. Chris Brown: Show Me,R,2013,0.0,"Short,Music",4,6.9,0.0
7554,Kid Rock: First Kiss,G,2015,0.0,"Short,Music",5,5.2,0.0
7555,Kidnap,R,2017,30.72,"Action,Crime,Drama",95,5.9,35149.0
7556,Kidnapped in Paradise,PG-13,1999,0.0,"Crime,Thriller",91,4.5,0.0
7557,Kidnapping Mr. Heineken,R,2015,0.0,"Action,Crime,Drama",95,6.1,0.0
7558,Kids,Unrated,1995,7.42,Drama,91,7.1,75009.0
7559,Kids World,PG,2001,0.01,"Adventure,Comedy,Family",93,5.4,269.0
7560,Kids for Cash,PG-13,2013,0.09,"Documentary,Crime,Drama",102,7.1,1889.0
7561,Kids in America,PG-13,2005,0.54,Comedy,91,5.7,2650.0
7562,Kids in the Hall: Brain Candy,R,1996,2.65,Comedy,89,6.9,8389.0
7563,Kill 'Em All,R,2017,0.0,"Action,Crime,Mystery",96,4.4,0.0
7564,Kill 'em All,R,2012,0.0,"Action,Crime,Thriller",86,4.4,0.0
7565,Kill Bill: Vol. 1,R,2003,70.1,"Action,Crime,Drama",111,8.1,1032257.0
7566,Kill Bill: Vol. 2,R,2004,66.21,"Action,Crime,Thriller",137,8.0,704313.0
7567,Kill Chain,R,2019,0.0,"Action,Thriller",91,5.0,0.0
7568,Kill Crazy,R,1990,0.0,Action,94,4.7,0.0
7569,Kill House,R,2006,0.0,"Comedy,Horror",95,4.6,0.0
7570,Kill Katie Malone,R,2010,0.0,"Horror,Thriller",88,4.2,0.0
7571,Kill Me Later,R,2001,0.0,"Crime,Drama,Thriller",89,6.2,0.0
7572,Kill Me Three Times,R,2014,0.02,"Action,Comedy,Crime",90,5.9,22235.0
7573,Kill Switch,R,2017,0.0,"Action,Sci-Fi,Thriller",91,4.8,0.0
7574,Kill Theory,R,2009,0.0,"Horror,Thriller",85,5.4,0.0
7575,Kill Your Darlings,R,2006,0.0,"Comedy,Drama",94,4.6,0.0
7576,Kill Your Darlings,R,2013,1.03,"Biography,Drama,Romance",104,6.5,36300.0
7577,Kill Zone,R,1993,0.0,"Action,War",81,4.2,0.0
7578,Kill the Irishman,R,2011,1.19,"Biography,Crime,Drama",106,7.1,46879.0
7579,Kill the Man,R,1999,0.0,"Romance,Comedy",88,5.1,0.0
7580,Kill the Messenger,R,2014,2.45,"Biography,Crime,Drama",112,6.9,45378.0
7581,Killa Season,R,2006,0.0,"Action,Biography,Crime",128,4.8,0.0
7582,Bulletproof Heart,R,1994,0.38,"Crime,Drama,Romance",95,6.1,681.0
7583,Killer Bud,R,2001,0.0,Comedy,92,4.6,0.0
7584,Killer Campout,R,2005,0.0,Horror,60,6.0,0.0
7585,Killer Cop,R,2002,0.0,"Action,Comedy",0,6.4,0.0
7586,Killer Diller,PG-13,2004,0.0,"Drama,Music",95,6.7,0.0
7587,Killer Flick,R,1998,0.0,"Action,Adventure,Comedy",93,5.7,0.0
7588,Killer Image,R,1992,0.0,Thriller,94,4.6,0.0
7589,Killer Instinct,R,1991,0.0,"Crime,Thriller",92,4.5,0.0
7590,Killer Instinct,R,2001,0.0,"Horror,Thriller",88,4.0,0.0
7591,Killer Instinct: From the Files of Agent Candice DeLong,PG-13,2003,0.0,"Crime,Drama",90,5.3,0.0
7592,Killer Joe,R,2011,1.99,"Crime,Drama,Thriller",102,6.7,74677.0
7593,Killer Looks,R,1994,0.0,"Crime,Drama,Thriller",97,5.6,0.0
7594,Killer Movie,R,2008,0.0,"Comedy,Horror,Mystery",93,4.5,0.0
7595,Killer Pad,R,2008,0.0,"Comedy,Horror",84,4.0,0.0
7596,Killer: A Journal of Murder,R,1995,0.07,"Biography,Crime,Drama",91,6.3,2216.0
7597,Killerman,R,2019,0.28,"Action,Crime,Thriller",112,5.4,4077.0
7598,Killers,PG-13,2010,47.06,"Action,Comedy,Romance",100,5.5,88941.0
7599,Killers at Play,R,2015,0.0,"Crime,Horror,Thriller",104,6.5,0.0
7600,Killing Ariel,R,2008,0.0,"Horror,Thriller",90,4.8,0.0
7601,Killing Gunther,R,2017,0.0,"Action,Comedy,Thriller",92,4.8,0.0
7602,Killing Hasselhoff,R,2017,0.0,Comedy,80,4.5,0.0
7603,Killing Kennedy,PG-13,2013,0.0,"Biography,Drama,History",87,6.0,0.0
7604,Killing Me Softly,R,2002,0.0,"Drama,Mystery,Romance",100,5.5,0.0
7605,Killing Mr. Griffin,PG-13,1997,0.0,"Thriller,Drama",89,5.6,0.0
7606,Killing Obsession,R,1994,0.0,Thriller,95,5.0,0.0
7607,Killing Season,R,2013,0.03,"Action,Drama,Thriller",91,5.4,36404.0
7608,Killing Streets,R,1991,0.0,"Action,Adventure",106,4.6,0.0
7609,Killing Them Softly,R,2012,15.03,"Crime,Drama,Thriller",97,6.2,136715.0
7610,Killing Vivian,G,2013,0.0,"Short,Comedy,Thriller",12,6.8,0.0
7611,Killing Zoe,R,1993,0.42,"Crime,Thriller",96,6.5,20036.0
7612,Killing the Badge,R,1999,0.0,Action,105,4.9,0.0
7613,Killshot,R,2008,0.02,"Action,Crime,Drama",95,6.0,20624.0
7614,Killswitch,R,2006,0.0,"Short,Sci-Fi",12,7.1,0.0
7615,Kimberly,R,1999,0.0,"Comedy,Romance",110,5.2,0.0
7616,Kin,PG-13,2018,5.72,"Action,Drama,Sci-Fi",102,5.8,15668.0
7617,Kindergarten Cop,PG-13,1990,91.46,"Action,Comedy,Crime",111,6.2,140587.0
7618,Kindergarten Cop 2,PG-13,2016,0.0,"Action,Comedy",100,4.5,0.0
7619,Kindred,R,2011,0.0,Thriller,93,6.1,0.0
7620,King Arthur,PG-13,2004,51.88,"Action,Adventure,Drama",126,6.3,161760.0
7621,King Arthur: Legend of the Sword,PG-13,2017,39.18,"Action,Adventure,Drama",126,6.7,199840.0
7622,King Kong,PG-13,2005,218.08,"Action,Adventure,Drama",187,7.2,403686.0
7623,King Kong 75th Anniversary Tribute,PG,2008,0.0,"Documentary,Short",25,5.0,0.0
7624,King Leopold's Ghost,PG-13,2006,0.0,Documentary,108,7.5,0.0
7625,King Midas,R,2003,0.0,"Action,Crime,Music",83,5.5,0.0
7626,King Ralph,PG,1991,34.0,"Comedy,Romance",97,5.3,15455.0
7627,King Rikki,R,2002,0.0,Drama,91,4.9,0.0
7628,King of California,PG-13,2007,0.26,"Comedy,Drama",93,6.6,22467.0
7629,King of New York,R,1990,2.55,"Crime,Thriller",103,7.0,34251.0
7630,King of Paper Chasin',R,2011,0.0,"Crime,Drama,Music",124,4.8,0.0
7631,King of Thieves,R,2018,0.0,"Biography,Crime,Drama",108,5.5,0.0
7632,King of the Ants,R,2003,0.0,"Crime,Drama,Thriller",102,6.2,0.0
7633,King of the Corner,R,2004,0.0,"Comedy,Drama",93,5.9,0.0
7634,King of the Hill,PG-13,1993,1.3,"Drama,History",103,7.4,7907.0
7635,King of the Jungle,R,2000,0.03,"Crime,Drama,Thriller",87,5.9,529.0
7636,King's Faith,PG-13,2013,0.09,Drama,108,6.4,735.0
7637,King's Ransom,PG-13,2005,4.01,"Comedy,Crime",95,4.4,3678.0
7638,Kingdom Come,PG,2001,23.25,"Comedy,Drama,Family",94,5.6,2110.0
7639,Kingdom of Heaven,R,2005,47.4,"Action,Adventure,Drama",144,7.2,272876.0
7640,Kingdom of Shadows,PG-13,2015,0.0,Documentary,75,7.0,0.0
7641,Kingpin,PG-13,1996,24.94,"Comedy,Sport",114,6.9,79479.0
7642,Kingpin,R,2003,0.0,"Action,Crime,Drama",60,7.6,0.0
7643,Kings,R,2017,0.27,"Crime,Drama,Romance",86,5.1,3184.0
7644,Kings of the Evening,PG,2008,0.1,Drama,99,6.1,265.0
7645,Kingsglaive: Final Fantasy XV,PG-13,2016,0.23,"Animation,Action,Adventure",110,6.8,20758.0
7646,Kingsman: The Golden Circle,R,2017,100.23,"Action,Adventure,Comedy",141,6.7,286394.0
7647,Kingsman: The Secret Service,R,2014,128.26,"Action,Adventure,Comedy",129,7.7,608294.0
7648,Kingston High,R,2002,0.0,Comedy,95,5.4,0.0
7649,Kinky Boots,PG-13,2005,1.82,"Comedy,Drama,Music",107,7.1,18913.0
7650,Kinsey,R,2004,10.21,"Biography,Drama,Romance",118,7.1,48071.0
7651,Kirksdale,R,2007,0.0,"Short,Horror,Mystery",21,7.1,0.0
7652,The Assassin Next Door,R,2009,0.0,"Action,Drama,Thriller",103,5.8,0.0
7653,Kiss & Tell,R,1997,0.0,"Comedy,Drama",96,4.8,0.0
7654,Kiss Kiss Bang Bang,R,2005,4.24,"Comedy,Crime,Mystery",103,7.5,218930.0
7655,Kiss Me Again,R,2006,0.0,"Romance,Drama",103,5.0,0.0
7656,Kiss Me Deadly,R,2008,0.0,"Action,Crime,Thriller",87,5.4,508.0
7657,Kiss Me a Killer,R,1991,0.49,Thriller,91,4.4,107.0
7658,"Kiss Me, Guido",R,1997,1.83,Comedy,86,6.1,1973.0
7659,Kiss Toledo Goodbye,R,1999,0.0,"Comedy,Thriller",96,4.7,0.0
7660,Kiss Tomorrow Goodbye,R,2000,0.0,"Drama,Thriller",88,4.6,0.0
7661,Kiss and Be Killed,R,1993,0.0,"Drama,Horror,Thriller",92,4.0,0.0
7662,Kiss of Death,R,1995,14.94,"Crime,Drama,Thriller",101,5.9,18251.0
7663,Kiss of the Damned,R,2012,0.01,"Drama,Horror,Romance",97,5.6,4772.0
7664,Kiss of the Dragon,R,2001,36.85,"Action,Crime,Drama",98,6.6,61891.0
7665,Kiss the Bride,R,2002,0.0,"Comedy,Drama,Romance",89,5.3,0.0
7666,Kiss the Bride,R,2007,0.03,"Comedy,Romance",100,5.7,1564.0
7667,Kiss the Girls,R,1997,60.53,"Crime,Drama,Mystery",115,6.6,68644.0
7668,Kiss the Sky,R,1998,0.0,"Drama,Romance",107,5.9,0.0
7669, The Suite Life of Zack & Cody,G,2005–2008,0.0,"Comedy,Family",30,7.5,0.0
7670,Kisses and Caroms,R,2006,0.0,Comedy,81,4.4,0.0
7671,Kissing Jessica Stein,R,2001,7.02,"Comedy,Drama,Romance",97,6.5,16167.0
7672,Kissing Miranda,PG-13,1995,0.0,"Comedy,Drama,Romance",94,6.3,0.0
7673,Kissing a Dream,R,1996,0.0,Thriller,91,4.1,0.0
7674,Kissing a Fool,R,1998,4.0,"Comedy,Romance",93,5.6,4884.0
7675,Kit Kittredge: An American Girl,G,2008,17.66,"Comedy,Drama,Family",101,6.5,5791.0
7676,Kitbull,PG,2019,0.0,"Animation,Short,Drama",9,8.0,0.0
7677,Kite,R,2014,0.0,"Action,Crime,Thriller",90,4.4,0.0
7678,Klash,R,1995,0.0,"Crime,Music,Romance",95,6.1,0.0
7679,Klaus,PG,2019,0.0,"Animation,Adventure,Comedy",96,8.2,0.0
7680,Klay World: Off the Table,90 min,2005,0.0,"Animation,Action,Adventure",90,8.4,0.0
7681,Kleptomania,R,1995,0.0,"Action,Drama,Thriller",90,5.2,0.0
7682,Knife Edge,R,2009,0.0,"Horror,Thriller",90,4.6,0.0
7683,Knife Fight,R,2012,0.0,Drama,100,5.2,0.0
7684,Knight Chills,PG-13,2001,0.0,Horror,82,4.0,0.0
7685,Knight Club,R,2001,0.0,"Action,Drama,Thriller",90,5.0,0.0
7686,Knight Moves,R,1992,0.92,"Crime,Drama,Mystery",116,6.1,8145.0
7687,Knight and Day,PG-13,2010,76.42,"Action,Adventure,Comedy",109,6.3,183780.0
7688,Knight of Cups,R,2015,0.56,"Drama,Romance",118,5.7,25695.0
7689,Knights,R,1993,0.0,"Action,Adventure,Sci-Fi",90,4.6,0.0
7690,Knights of Badassdom,R,2013,0.09,"Action,Adventure,Comedy",86,5.6,19617.0
7691,Knives Out,PG-13,2019,165.36,"Comedy,Crime,Drama",130,7.9,506825.0
7692,Knock 'em Dead,Not Rated,2008,0.0,Comedy,61,6.0,0.0
7693,Knock Down the House,PG,2019,0.0,Documentary,87,7.1,0.0
7694,Knock Knock,R,2015,0.04,"Drama,Thriller",99,4.9,87251.0
7695,Knock Off,R,1998,10.08,"Action,Crime,Thriller",91,4.9,14327.0
7696,Knock Outs,R,1992,0.0,"Action,Comedy",89,5.6,0.0
7697,Knockaround Guys,R,2001,11.63,"Crime,Drama,Thriller",92,6.1,23134.0
7698,Knocked Up,R,2007,148.73,"Comedy,Romance",129,6.9,356498.0
7699,Knockout,PG,2011,0.0,"Action,Family",90,5.0,0.0
7700,Knots,R,2004,0.0,Comedy,93,5.6,0.0
7701,Knowing,PG-13,2009,79.96,"Action,Drama,Sci-Fi",121,6.2,224896.0
7702,Knowing,G,2010,0.0,"Short,Drama,Family",24,6.2,0.0
7703,Knuckle Draggers,R,2009,0.0,"Comedy,Romance",0,6.5,0.0
7704,Knucklehead,PG-13,2010,0.0,"Action,Comedy,Drama",100,5.2,0.0
7705,KoRn Presents: See You on the Other Side,R,2005,0.0,Reality-TV,37,8.2,0.0
7706,Here Is Greenwood,PG,1991,0.0,"Animation,Comedy,Romance",180,7.1,0.0
7707,Kokoyakyu: High School Baseball,G,2006,0.0,"Documentary,Sport",53,7.6,0.0
7708,Kolobos,R,1999,0.0,"Horror,Mystery,Thriller",87,5.2,0.0
7709,Conference of Animals,PG,2010,0.0,"Animation,Adventure,Comedy",93,4.9,0.0
7710,Kong: Skull Island,PG-13,2017,168.05,"Action,Adventure,Fantasy",118,6.6,293478.0
7711,Korengal,R,2014,0.06,"Documentary,Biography,History",84,6.8,3754.0
7712,Korn: Here to Stay,R,2002,0.0,"Short,Music",5,6.9,0.0
7713,Korn: Live on the Other Side,R,2006,0.0,Music,78,8.1,0.0
7714,Kounterfeit,R,1996,0.0,"Action,Crime,Thriller",90,4.5,0.0
7715,Krampus,PG-13,2015,42.59,"Comedy,Drama,Fantasy",98,6.2,65830.0
7716,Krippendorf's Tribe,PG-13,1998,7.51,Comedy,94,5.0,5337.0
7717,Kris Kross: Warm It Up,G,1992,0.0,"Short,Music",4,6.0,0.0
7718,Krisha,R,2015,0.14,Drama,83,7.1,8277.0
7719,Kronk's New Groove,G,2005,0.0,"Animation,Comedy,Family",75,5.8,0.0
7720,Krystal,R,2017,0.04,"Comedy,Drama",90,5.5,1420.0
7721,Ktown Cowboys,R,2015,0.02,"Comedy,Drama",81,6.8,100.0
7722,Kubo and the Two Strings,PG,2016,48.02,"Animation,Action,Adventure",101,7.8,121514.0
7723,Kuffs,PG-13,1992,21.14,"Action,Comedy,Crime",102,5.9,10349.0
7724,Maui,PG-13,2017,0.17,"Drama,Mystery",95,7.4,68.0
7725,Kull the Conqueror,PG-13,1997,6.09,"Action,Adventure,Fantasy",95,4.9,7924.0
7726,Kundun,PG-13,1997,5.53,"Biography,Drama,History",134,7.0,26970.0
7727,Kung Fu Masters,G,2017,0.0,Animation,98,4.8,0.0
7728,Kung Fu Panda,PG,2008,215.43,"Animation,Action,Adventure",92,7.6,432886.0
7729,Kung Fu Panda 2,PG,2011,165.25,"Animation,Action,Adventure",90,7.2,262104.0
7730,Kung Fu Panda 3,PG,2016,143.53,"Animation,Action,Adventure",95,7.1,141127.0
7731,Kung Fu Rascals,PG-13,1992,0.0,Family,101,6.8,0.0
7732,Kung Phooey!,R,2003,0.0,Comedy,87,5.3,0.0
7733,Kung Pow: Enter the Fist,PG-13,2002,16.03,"Action,Comedy",81,6.2,44336.0
7734,Kung Fu Hustle,R,2004,17.11,"Action,Comedy,Fantasy",99,7.7,130758.0
7735,The Command,PG-13,2018,0.0,"Action,Adventure,Drama",117,6.6,0.0
7736,Kyoko,R,1996,0.0,Drama,100,6.1,0.0
7737,Nomad: The Warrior,R,2005,0.08,"Drama,History,War",112,5.9,3758.0
7738,Life Happens,R,2011,2.0,Comedy,100,5.6,7798.0
7739,Near Mrs.,R,1992,0.0,Comedy,93,5.2,0.0
