Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Friends with Money,R,2006,13.37,"Comedy,Drama,Romance",88,5.8,28602.0,6.5,105.69230769230768
Friends with Money,R,2006,13.37,"Comedy,Drama,Romance",88,5.8,28608.0,6.5,105.69230769230768
Fright Night,R,2011,18.3,"Comedy,Horror",106,6.4,101465.0,30.0,-38.99999999999999
Fright Night,R,2011,18.3,"Comedy,Horror",106,6.4,101482.0,30.0,-38.99999999999999
From Dusk Till Dawn,R,1996,25.75,"Action,Crime,Horror",108,7.2,294665.0,20.0,28.749999999999996
From Dusk Till Dawn,R,1996,25.75,"Action,Crime,Horror",108,7.2,294728.0,20.0,28.749999999999996
From Hell,R,2001,31.6,"Horror,Mystery,Thriller",122,6.8,149440.0,35.0,-9.71428571428571
From Hell,R,2001,31.6,"Horror,Mystery,Thriller",122,6.8,149462.0,35.0,-9.71428571428571
Frontera,PG-13,2014,0.06,"Drama,Thriller,Western",103,6.6,7586.0,2.3,-97.39130434782608
Frontera,PG-13,2014,0.06,"Drama,Thriller,Western",103,6.6,7590.0,2.3,-97.39130434782608
Frost/Nixon,R,2008,18.59,"Biography,Drama,History",122,7.7,104916.0,29.0,-35.89655172413793
Frost/Nixon,R,2008,18.59,"Biography,Drama,History",122,7.7,104936.0,29.0,-35.89655172413793
Frozen,R,2010,0.24,"Adventure,Drama,Thriller",93,6.1,69803.0,150.0,-99.83999999999999
Frozen,PG,2013,400.74,"Animation,Adventure,Comedy",102,7.4,585740.0,150.0,167.16
Frozen,R,2010,0.24,"Adventure,Drama,Thriller",93,6.1,69819.0,150.0,-99.83999999999999
Frozen,PG,2013,400.74,"Animation,Adventure,Comedy",102,7.4,585832.0,150.0,167.16
Frozen River,R,2008,2.51,"Crime,Drama",97,7.1,25071.0,1.0,150.99999999999997
Frozen River,R,2008,2.51,"Crime,Drama",97,7.1,25084.0,1.0,150.99999999999997
Fruitvale Station,R,2013,16.1,"Biography,Crime,Drama",85,7.5,77759.0,0.9,1688.888888888889
Fruitvale Station,R,2013,16.1,"Biography,Crime,Drama",85,7.5,77779.0,0.9,1688.888888888889
Full Frontal,R,2001,22.53,Comedy,90,5.2,51491.0,2.0,-100.0
Full Frontal,R,2002,2.51,"Comedy,Romance",101,4.7,10675.0,2.0,25.49999999999999
Full Frontal,R,2001,22.53,Comedy,90,5.2,51491.0,2.0,-100.0
Full Frontal,R,2002,2.51,"Comedy,Romance",101,4.7,10834.0,2.0,25.49999999999999
Fun Size,PG-13,2012,9.4,"Adventure,Comedy",86,5.4,13932.0,14.0,-32.857142857142854
Fun Size,PG-13,2012,9.4,"Adventure,Comedy",86,5.4,13938.0,14.0,-32.857142857142854
Funny Games,R,2007,1.29,"Crime,Drama,Thriller",111,6.6,92810.0,15.0,-91.4
Funny Games,R,2007,1.29,"Crime,Drama,Thriller",111,6.6,92827.0,15.0,-91.4
Funny People,R,2009,51.86,"Comedy,Drama",146,6.3,115989.0,72.5,-28.46896551724138
Funny People,R,2009,51.86,"Comedy,Drama",146,6.3,116008.0,72.5,-28.46896551724138
Fury,R,2009,22.53,"Comedy,Music,Thriller",83,4.7,51491.0,80.0,-100.0
Fury,R,2014,85.82,"Action,Drama,War",134,7.6,443167.0,80.0,7.2749999999999915
Fury,R,2009,22.53,"Comedy,Music,Thriller",83,4.7,51491.0,80.0,-100.0
Fury,R,2014,85.82,"Action,Drama,War",134,7.6,443251.0,80.0,7.2749999999999915
G-Force,PG,2009,119.44,"Animation,Action,Adventure",88,5.1,43895.0,150.0,-20.373333333333335
G-Force,PG,2009,119.44,"Animation,Action,Adventure",88,5.1,43910.0,150.0,-20.373333333333335
G.I. Jane,R,1997,48.17,"Action,Drama,War",125,6.0,76277.0,50.0,-3.6599999999999966
G.I. Jane,R,1997,48.17,"Action,Drama,War",125,6.0,76445.0,50.0,-3.6599999999999966
G.I. Joe: Retaliation,PG-13,2013,122.52,"Action,Adventure,Sci-Fi",110,5.8,175799.0,140.0,-12.48571428571429
G.I. Joe: Retaliation,PG-13,2013,122.52,"Action,Adventure,Sci-Fi",110,5.8,175827.0,140.0,-12.48571428571429
G.I. Joe: The Rise of Cobra,PG-13,2009,152.27,"Action,Adventure,Sci-Fi",118,5.8,202532.0,175.0,-12.988571428571422
G.I. Joe: The Rise of Cobra,PG-13,2009,152.27,"Action,Adventure,Sci-Fi",118,5.8,202569.0,175.0,-12.988571428571422
Gabriela,R,2001,2.33,"Drama,Romance",93,4.9,1494.0,0.05,4560.0
Gabriela,R,2001,2.33,"Drama,Romance",93,4.9,1505.0,0.05,4560.0
Galaxy Quest,PG,1999,71.58,"Adventure,Comedy,Sci-Fi",102,7.3,154912.0,45.0,59.06666666666667
Galaxy Quest,PG,1999,71.58,"Adventure,Comedy,Sci-Fi",102,7.3,154951.0,45.0,59.06666666666667
Game Night,R,2018,69.18,"Action,Comedy,Crime",100,6.9,215671.0,37.0,86.972972972973
Game Night,R,2018,69.18,"Action,Comedy,Crime",100,6.9,215715.0,37.0,86.972972972973
Gamer,R,2009,20.49,"Action,Sci-Fi,Thriller",95,5.8,131632.0,50.0,-59.02
Gamer,R,2009,20.49,"Action,Sci-Fi,Thriller",95,5.8,131648.0,50.0,-59.02
Gangs of New York,R,2002,77.81,"Crime,Drama",167,7.5,416134.0,97.0,-19.783505154639172
Gangs of New York,R,2002,77.81,"Crime,Drama",167,7.5,416194.0,97.0,-19.783505154639172
Gangster Squad,R,2013,46.0,"Action,Crime,Drama",113,6.7,208938.0,60.0,-23.333333333333332
Gangster Squad,R,2013,46.0,"Action,Crime,Drama",113,6.7,208954.0,60.0,-23.333333333333332
Garden State,R,2004,26.78,"Comedy,Drama,Romance",102,7.4,210181.0,2.5,971.1999999999999
Garden State,R,2004,26.78,"Comedy,Drama,Romance",102,7.4,210355.0,2.5,971.1999999999999
Garfield: A Tail of Two Kitties,PG,2006,28.43,"Animation,Adventure,Comedy",82,5.0,40385.0,60.0,-52.61666666666667
Garfield: A Tail of Two Kitties,PG,2006,28.43,"Animation,Adventure,Comedy",82,5.0,40398.0,60.0,-52.61666666666667
Gattaca,PG-13,1997,12.34,"Drama,Sci-Fi,Thriller",106,7.8,287084.0,36.0,-65.72222222222223
Gattaca,PG-13,1997,12.34,"Drama,Sci-Fi,Thriller",106,7.8,287125.0,36.0,-65.72222222222223
Genius,PG-13,2016,1.36,"Biography,Drama",104,6.6,18606.0,17.0,-92.0
Genius,PG-13,2016,1.36,"Biography,Drama",104,6.6,18612.0,17.0,-92.0
Gentlemen Broncos,PG-13,2009,0.11,"Adventure,Comedy,Sci-Fi",90,6.2,11227.0,9.5,-98.8421052631579
Gentlemen Broncos,PG-13,2009,0.11,"Adventure,Comedy,Sci-Fi",90,6.2,11233.0,9.5,-98.8421052631579
George and the Dragon,PG,2004,22.53,"Action,Adventure,Comedy",93,5.7,51491.0,32.0,-100.0
George and the Dragon,PG,2004,22.53,"Action,Adventure,Comedy",93,5.7,51491.0,32.0,-100.0
Georgia Rule,R,2007,18.88,"Comedy,Drama",113,5.9,24309.0,20.0,-5.600000000000005
Georgia Rule,R,2007,18.88,"Comedy,Drama",113,5.9,24316.0,20.0,-5.600000000000005
Geostorm,PG-13,2017,33.7,"Action,Sci-Fi,Thriller",109,5.3,99412.0,100.0,-66.3
Geostorm,PG-13,2017,33.7,"Action,Sci-Fi,Thriller",109,5.3,99437.0,100.0,-66.3
Gerry,R,2002,0.24,"Adventure,Drama,Mystery",103,6.1,18217.0,7.0,-96.57142857142857
Gerry,R,2002,0.24,"Adventure,Drama,Mystery",103,6.1,18226.0,7.0,-96.57142857142857
Get Carter,R,2000,14.97,"Action,Crime,Drama",102,5.2,33323.0,40.0,-62.575
Get Carter,R,2000,14.97,"Action,Crime,Drama",102,5.2,33340.0,40.0,-62.575
Get Hard,R,2015,90.41,"Comedy,Crime",100,6.0,127199.0,40.0,126.02499999999999
Get Hard,R,2015,90.41,"Comedy,Crime",100,6.0,127217.0,40.0,126.02499999999999
Get Him to the Greek,R,2010,60.97,"Comedy,Music",109,6.3,172361.0,40.0,52.425
Get Him to the Greek,R,2010,60.97,"Comedy,Music",109,6.3,172381.0,40.0,52.425
Get Low,PG-13,2009,9.18,"Drama,Mystery",103,7.0,22663.0,7.0,31.14285714285714
Get Low,PG-13,2009,9.18,"Drama,Mystery",103,7.0,22673.0,7.0,31.14285714285714
Get Out,R,2017,176.04,"Horror,Mystery,Thriller",104,7.7,518498.0,5.0,3420.7999999999997
Get Out,R,2017,176.04,"Horror,Mystery,Thriller",104,7.7,518666.0,5.0,3420.7999999999997
Get Over It,PG-13,2001,11.56,"Comedy,Romance",87,5.7,18284.0,10.0,15.600000000000005
Get Over It,PG-13,2001,11.56,"Comedy,Romance",87,5.7,18293.0,10.0,15.600000000000005
Get Rich or Die Tryin',R,2005,30.98,"Biography,Crime,Drama",117,5.4,44991.0,40.0,-22.549999999999997
Get Rich or Die Tryin',R,2005,30.98,"Biography,Crime,Drama",117,5.4,45007.0,40.0,-22.549999999999997
Get Shorty,R,1995,72.08,"Comedy,Crime,Thriller",105,6.9,79334.0,30.25,138.28099173553719
Get Shorty,R,1995,72.08,"Comedy,Crime,Thriller",105,6.9,79502.0,30.25,138.28099173553719
Get Smart,PG-13,2008,130.32,"Action,Adventure,Comedy",110,6.5,208238.0,80.0,62.89999999999999
Get Smart,PG-13,2008,130.32,"Action,Adventure,Comedy",110,6.5,208274.0,80.0,62.89999999999999
Get on Up,PG-13,2014,30.51,"Biography,Drama,Music",139,6.9,23520.0,30.0,1.7000000000000053
Get on Up,PG-13,2014,30.51,"Biography,Drama,Music",139,6.9,23525.0,30.0,1.7000000000000053
Get on the Bus,R,1996,5.73,"Adventure,Drama,History",120,6.8,5338.0,2.4,138.75000000000003
Get on the Bus,R,1996,5.73,"Adventure,Drama,History",120,6.8,5347.0,2.4,138.75000000000003
Getaway,PG-13,2013,10.49,"Action,Thriller",90,4.4,23513.0,18.0,-41.72222222222222
Getaway,PG-13,2013,10.49,"Action,Thriller",90,4.4,23517.0,18.0,-41.72222222222222
Gettysburg,PG,1993,10.77,"Drama,History,War",271,7.6,27722.0,25.0,-56.92
Gettysburg,PG,1993,10.77,"Drama,History,War",271,7.6,27885.0,25.0,-56.92
Ghost,PG-13,1990,217.63,"Drama,Fantasy,Romance",127,7.1,203130.0,22.0,889.2272727272727
Ghost,PG-13,1990,217.63,"Drama,Fantasy,Romance",127,7.1,203168.0,22.0,889.2272727272727
Ghost Dog: The Way of the Samurai,R,1999,3.31,"Action,Crime,Drama",116,7.5,87516.0,2.0,65.5
Ghost Dog: The Way of the Samurai,R,1999,3.31,"Action,Crime,Drama",116,7.5,87689.0,2.0,65.5
Ghost Rider,PG-13,2007,115.8,"Action,Fantasy,Thriller",110,5.3,227619.0,120.0,-3.500000000000002
Ghost Rider,PG-13,2007,115.8,"Action,Fantasy,Thriller",110,5.3,227649.0,120.0,-3.500000000000002
Ghost Rider: Spirit of Vengeance,PG-13,2011,51.77,"Action,Fantasy,Thriller",96,4.3,113376.0,57.0,-9.175438596491222
Ghost Rider: Spirit of Vengeance,PG-13,2011,51.77,"Action,Fantasy,Thriller",96,4.3,113396.0,57.0,-9.175438596491222
Ghost Ship,PG,1992,22.53,"Adventure,Family",93,4.6,51491.0,20.0,-100.0
Ghost Ship,R,2002,30.11,Horror,91,5.5,95798.0,20.0,50.55
Ghost Ship,PG,1992,22.53,"Adventure,Family",93,4.6,51491.0,20.0,-100.0
Ghost Ship,R,2002,30.11,Horror,91,5.5,95821.0,20.0,50.55
Ghost Town,PG-13,2008,13.21,"Comedy,Drama,Fantasy",102,6.7,71246.0,20.0,-33.949999999999996
Ghost Town,PG-13,2008,13.21,"Comedy,Drama,Fantasy",102,6.7,71262.0,20.0,-33.949999999999996
Ghost World,R,2001,6.22,"Comedy,Drama",111,7.3,116271.0,5.5,13.090909090909086
Ghost World,R,2001,6.22,"Comedy,Drama",111,7.3,116449.0,5.5,13.090909090909086
Ghost in the Shell,PG-13,2017,40.56,"Action,Crime,Drama",107,6.3,202642.0,110.0,-63.12727272727272
Ghost in the Shell,PG-13,2017,40.56,"Action,Crime,Drama",107,6.3,202670.0,110.0,-63.12727272727272
Ghosts of Mississippi,PG-13,1996,13.05,"Drama,History",130,6.7,10476.0,36.0,-63.74999999999999
Ghosts of Mississippi,PG-13,1996,13.05,"Drama,History",130,6.7,10491.0,36.0,-63.74999999999999
Gifted,PG-13,2017,24.8,Drama,101,7.6,105491.0,7.0,254.2857142857143
Gifted,PG-13,2017,24.8,Drama,101,7.6,105514.0,7.0,254.2857142857143
Girl 6,R,1996,4.9,"Comedy,Drama",108,5.2,6021.0,12.0,-59.166666666666664
Girl 6,R,1996,4.9,"Comedy,Drama",108,5.2,6035.0,12.0,-59.166666666666664
Girl with a Pearl Earring,PG-13,2003,11.63,"Biography,Drama,Romance",100,6.9,74998.0,12.0,-3.083333333333327
Girl with a Pearl Earring,PG-13,2003,11.63,"Biography,Drama,Romance",100,6.9,75159.0,12.0,-3.083333333333327
"Girl, Interrupted",R,1999,28.87,"Biography,Drama",127,7.3,170688.0,24.0,20.29166666666667
"Girl, Interrupted",R,1999,28.87,"Biography,Drama",127,7.3,170889.0,24.0,20.29166666666667
Girls Trip,R,2017,115.17,"Adventure,Comedy,Drama",122,6.2,35538.0,28.0,311.32142857142856
Girls Trip,R,2017,115.17,"Adventure,Comedy,Drama",122,6.2,35547.0,28.0,311.32142857142856
Gladiator,R,1992,9.22,"Action,Drama,Sport",101,6.5,8620.0,103.0,-91.0485436893204
Gladiator,R,2000,187.71,"Action,Adventure,Drama",155,8.5,1381627.0,103.0,82.24271844660194
Gladiator,R,1992,9.22,"Action,Drama,Sport",101,6.5,8628.0,103.0,-91.0485436893204
Gladiator,R,2000,187.71,"Action,Adventure,Drama",155,8.5,1381990.0,103.0,82.24271844660194
Glass,PG-13,2019,111.05,"Drama,Sci-Fi,Thriller",129,6.6,219600.0,20.0,455.25
Glass,PG-13,2019,111.05,"Drama,Sci-Fi,Thriller",129,6.6,219657.0,20.0,455.25
Glee: The 3D Concert Movie,PG,2011,11.86,"Documentary,Music",84,5.5,5717.0,9.0,31.77777777777777
Glee: The 3D Concert Movie,PG,2011,11.86,"Documentary,Music",84,5.5,5720.0,9.0,31.77777777777777
Glengarry Glen Ross,R,1992,10.73,"Crime,Drama,Mystery",100,7.7,99513.0,12.5,-14.159999999999998
Glengarry Glen Ross,R,1992,10.73,"Crime,Drama,Mystery",100,7.7,99693.0,12.5,-14.159999999999998
Gloria,R,1999,4.16,"Crime,Drama,Thriller",108,5.2,5591.0,30.0,-86.13333333333333
Gloria,R,1999,4.16,"Crime,Drama,Thriller",108,5.2,5601.0,30.0,-86.13333333333333
Glory Road,PG,2006,42.64,"Biography,Drama,Sport",118,7.2,44125.0,30.0,42.13333333333333
Glory Road,PG,2006,42.64,"Biography,Drama,Sport",118,7.2,44142.0,30.0,42.13333333333333
Goal! The Dream Begins,PG,2005,4.28,"Adventure,Drama,Romance",118,6.7,61294.0,33.0,-87.03030303030303
Goal! The Dream Begins,PG,2005,4.28,"Adventure,Drama,Romance",118,6.7,61304.0,33.0,-87.03030303030303
God's Army,PG,2000,2.64,Drama,108,6.4,1055.0,0.3,780.0000000000001
God's Army,PG,2000,2.64,Drama,108,6.4,1055.0,0.3,780.0000000000001
Gods and Generals,PG-13,2003,12.87,"Biography,Drama,History",219,6.3,15693.0,55.0,-76.6
Gods and Generals,PG-13,2003,12.87,"Biography,Drama,History",219,6.3,15703.0,55.0,-76.6
Gods and Monsters,R,1998,6.39,"Biography,Drama",105,7.4,29838.0,3.5,82.57142857142856
Gods and Monsters,R,1998,6.39,"Biography,Drama",105,7.4,29857.0,3.5,82.57142857142856
Gods of Egypt,PG-13,2016,31.15,"Action,Adventure,Fantasy",127,5.4,109705.0,140.0,-77.75
Gods of Egypt,PG-13,2016,31.15,"Action,Adventure,Fantasy",127,5.4,109724.0,140.0,-77.75
Godsend,PG-13,2004,14.38,"Drama,Fantasy,Horror",102,4.8,25142.0,30.0,-52.06666666666666
Godsend,PG-13,2004,14.38,"Drama,Fantasy,Horror",102,4.8,25152.0,30.0,-52.06666666666666
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,186855.0,160.0,-14.806249999999999
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,186855.0,125.0,9.048000000000002
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,394754.0,160.0,25.425000000000004
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,394754.0,125.0,60.54400000000001
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,186895.0,160.0,-14.806249999999999
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,186895.0,125.0,9.048000000000002
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,394812.0,160.0,25.425000000000004
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,394812.0,125.0,60.54400000000001
Godzilla: King of the Monsters,PG-13,2019,110.5,"Action,Adventure,Fantasy",132,6.0,162257.0,170.0,-35.0
Godzilla: King of the Monsters,PG-13,2019,110.5,"Action,Adventure,Fantasy",132,6.0,162299.0,170.0,-35.0
Going in Style,PG-13,2017,45.0,"Comedy,Crime",96,6.6,79334.0,24.0,87.5
Going in Style,PG-13,2017,45.0,"Comedy,Crime",96,6.6,79350.0,24.0,87.5
Going the Distance,R,2010,17.8,"Comedy,Romance",102,6.3,57206.0,32.0,-44.375
Going the Distance,R,2010,17.8,"Comedy,Romance",102,6.3,57214.0,32.0,-44.375
Gone Girl,R,2014,167.77,"Drama,Mystery,Thriller",149,8.1,894045.0,61.0,175.03278688524594
Gone Girl,R,2014,167.77,"Drama,Mystery,Thriller",149,8.1,894195.0,61.0,175.03278688524594
Gone in 60 Seconds,PG-13,2000,101.65,"Action,Crime,Thriller",118,6.5,265750.0,103.3,-1.5972894482090914
Gone in 60 Seconds,PG-13,2000,101.65,"Action,Crime,Thriller",118,6.5,265791.0,103.3,-1.5972894482090914
Good Dick,R,2008,0.02,"Comedy,Drama,Romance",86,6.4,7869.0,0.2,-90.0
Good Dick,R,2008,0.02,"Comedy,Drama,Romance",86,6.4,7873.0,0.2,-90.0
Good Intentions,PG-13,2010,22.53,Comedy,84,5.2,51491.0,10.0,-100.0
Good Intentions,PG-13,2010,22.53,Comedy,84,5.2,51491.0,10.0,-100.0
Good Luck Chuck,R,2007,34.93,"Comedy,Romance",96,5.6,86911.0,25.0,39.72
Good Luck Chuck,R,2007,34.93,"Comedy,Romance",96,5.6,86932.0,25.0,39.72
Good Will Hunting,R,1997,138.43,"Drama,Romance",126,8.3,888923.0,10.0,1284.3
Good Will Hunting,R,1997,138.43,"Drama,Romance",126,8.3,889087.0,10.0,1284.3
Goodfellas,R,1990,46.84,"Biography,Crime,Drama",146,8.7,1054232.0,25.0,87.36000000000001
Goodfellas,R,1990,46.84,"Biography,Crime,Drama",146,8.7,1054460.0,25.0,87.36000000000001
Goosebumps,PG,2015,80.08,"Adventure,Comedy,Family",103,6.3,83058.0,58.0,38.068965517241374
Goosebumps,PG,2015,80.08,"Adventure,Comedy,Family",103,6.3,83075.0,58.0,38.068965517241374
Goosebumps 2: Haunted Halloween,PG,2018,46.7,"Animation,Adventure,Comedy",90,5.6,18860.0,35.0,33.42857142857144
Goosebumps 2: Haunted Halloween,PG,2018,46.7,"Animation,Adventure,Comedy",90,5.6,18865.0,35.0,33.42857142857144
Gosford Park,R,2001,41.31,"Comedy,Drama,Mystery",131,7.2,82529.0,18.0,129.50000000000003
Gosford Park,R,2001,41.31,"Comedy,Drama,Mystery",131,7.2,82564.0,18.0,129.50000000000003
Gossip,R,2000,5.11,"Drama,Mystery,Thriller",90,5.9,15829.0,14.0,-63.5
Gossip,R,2000,5.11,"Drama,Mystery,Thriller",90,5.9,15992.0,14.0,-63.5
Gothika,R,2003,59.69,"Horror,Mystery,Thriller",98,5.8,109266.0,40.0,49.224999999999994
Gothika,R,2003,59.69,"Horror,Mystery,Thriller",98,5.8,109437.0,40.0,49.224999999999994
Gotti,R,1996,22.53,"Biography,Crime,Drama",117,7.2,51491.0,10.0,-100.0
Gotti,R,2018,4.34,"Biography,Crime,Drama",112,4.7,14367.0,10.0,-56.60000000000001
Gotti,R,1996,22.53,"Biography,Crime,Drama",117,7.2,51491.0,10.0,-100.0
Gotti,R,2018,4.34,"Biography,Crime,Drama",112,4.7,14375.0,10.0,-56.60000000000001
Grace,R,2009,0.01,"Drama,Horror,Thriller",85,5.2,7787.0,5.0,-99.8
Grace,R,2014,22.53,"Horror,Thriller",87,4.7,51491.0,5.0,-100.0
Grace,R,2009,0.01,"Drama,Horror,Thriller",85,5.2,7792.0,5.0,-99.8
Grace,R,2014,22.53,"Horror,Thriller",87,4.7,51491.0,5.0,-100.0
Grace Unplugged,PG,2013,2.51,"Drama,Music",102,6.1,3318.0,1.7,47.647058823529406
Grace Unplugged,PG,2013,2.51,"Drama,Music",102,6.1,3319.0,1.7,47.647058823529406
Gracie,PG-13,2007,2.96,"Biography,Drama,Sport",95,6.2,4084.0,9.0,-67.11111111111111
Gracie,PG-13,2007,2.96,"Biography,Drama,Sport",95,6.2,4089.0,9.0,-67.11111111111111
Gran Torino,R,2008,148.1,Drama,116,8.1,734922.0,25.0,492.4
Gran Torino,R,2008,148.1,Drama,116,8.1,735009.0,25.0,492.4
Grand Theft Parsons,PG-13,2003,22.53,"Adventure,Comedy,Drama",88,6.0,51491.0,1.2,-100.0
Grand Theft Parsons,PG-13,2003,22.53,"Adventure,Comedy,Drama",88,6.0,51491.0,1.2,-100.0
Gravity,PG-13,2013,274.09,"Drama,Sci-Fi,Thriller",91,7.7,784510.0,110.0,149.17272727272726
Gravity,PG-13,2013,274.09,"Drama,Sci-Fi,Thriller",91,7.7,784606.0,110.0,149.17272727272726
Greater,PG,2016,1.99,"Biography,Family,Sport",130,7.3,5318.0,9.0,-77.88888888888889
Greater,PG,2016,1.99,"Biography,Family,Sport",130,7.3,5320.0,9.0,-77.88888888888889
Green Book,PG-13,2018,85.08,"Biography,Comedy,Drama",130,8.2,414797.0,23.0,269.9130434782609
Green Book,PG-13,2018,85.08,"Biography,Comedy,Drama",130,8.2,414891.0,23.0,269.9130434782609
Green Lantern,PG-13,2011,116.6,"Action,Adventure,Sci-Fi",114,5.5,271945.0,200.0,-41.7
Green Lantern,PG-13,2011,116.6,"Action,Adventure,Sci-Fi",114,5.5,271988.0,200.0,-41.7
Green Room,R,2015,3.22,"Horror,Thriller",95,7.0,112129.0,5.0,-35.6
Green Room,R,2015,3.22,"Horror,Thriller",95,7.0,112168.0,5.0,-35.6
Green Zone,R,2010,35.05,"Action,Drama,Thriller",115,6.8,133298.0,100.0,-64.95
Green Zone,R,2010,35.05,"Action,Drama,Thriller",115,6.8,133316.0,100.0,-64.95
Gremlins 2: The New Batch,PG-13,1990,41.48,"Comedy,Fantasy,Horror",106,6.4,96644.0,50.0,-17.040000000000006
Gremlins 2: The New Batch,PG-13,1990,41.48,"Comedy,Fantasy,Horror",106,6.4,96836.0,50.0,-17.040000000000006
Gridiron Gang,PG-13,2006,38.43,"Biography,Crime,Drama",125,6.9,58046.0,30.0,28.099999999999998
Gridiron Gang,PG-13,2006,38.43,"Biography,Crime,Drama",125,6.9,58072.0,30.0,28.099999999999998
Griffin & Phoenix,PG-13,2006,22.53,"Comedy,Drama,Romance",102,7.0,51491.0,0.5,-100.0
Griffin & Phoenix,PG-13,2006,22.53,"Comedy,Drama,Romance",102,7.0,51491.0,0.5,-100.0
The Brothers Grimsby,R,2016,6.86,"Action,Adventure,Comedy",83,6.2,95975.0,35.0,-80.4
The Brothers Grimsby,R,2016,6.86,"Action,Adventure,Comedy",83,6.2,95993.0,35.0,-80.4
Grindhouse,R,2007,25.03,"Action,Horror,Thriller",191,7.5,180127.0,53.0,-52.77358490566038
Grindhouse,R,2007,25.03,"Action,Horror,Thriller",191,7.5,180160.0,53.0,-52.77358490566038
Groove,R,2000,1.11,"Drama,Music",86,6.6,4147.0,0.5,122.00000000000001
Groove,R,2000,1.11,"Drama,Music",86,6.6,4156.0,0.5,122.00000000000001
Grosse Pointe Blank,R,1997,28.01,"Action,Comedy,Crime",107,7.3,90175.0,15.0,86.73333333333333
Grosse Pointe Blank,R,1997,28.01,"Action,Comedy,Crime",107,7.3,90202.0,15.0,86.73333333333333
Groundhog Day,PG,1993,70.91,"Comedy,Fantasy,Romance",101,8.0,591145.0,14.6,385.6849315068493
Groundhog Day,PG,1993,70.91,"Comedy,Fantasy,Romance",101,8.0,591377.0,14.6,385.6849315068493
Grown Ups,PG-13,2010,162.0,Comedy,102,5.9,233457.0,75.0,115.99999999999999
Grown Ups,PG-13,2010,162.0,Comedy,102,5.9,233496.0,75.0,115.99999999999999
Grown Ups 2,PG-13,2013,133.67,Comedy,101,5.4,144368.0,80.0,67.08749999999999
Grown Ups 2,PG-13,2013,133.67,Comedy,101,5.4,144399.0,80.0,67.08749999999999
Grudge Match,PG-13,2013,29.81,"Comedy,Drama,Sport",113,6.4,58732.0,40.0,-25.475
Grudge Match,PG-13,2013,29.81,"Comedy,Drama,Sport",113,6.4,58745.0,40.0,-25.475
Guardians of the Galaxy,PG-13,2014,333.18,"Action,Adventure,Comedy",121,8.0,1076924.0,170.0,95.98823529411766
Guardians of the Galaxy,PG-13,2014,333.18,"Action,Adventure,Comedy",121,8.0,1077121.0,170.0,95.98823529411766
Guess Who,PG-13,2005,68.92,"Comedy,Romance",105,5.9,41244.0,35.0,96.91428571428573
Guess Who,PG-13,2005,68.92,"Comedy,Romance",105,5.9,41255.0,35.0,96.91428571428573
Gulliver's Travels,PG,1996,22.53,"Adventure,Drama,Family",186,6.9,51491.0,112.0,-100.0
Gulliver's Travels,PG,2010,42.78,"Adventure,Comedy,Family",85,4.9,66974.0,112.0,-61.80357142857142
Gulliver's Travels,PG,1996,22.53,"Adventure,Drama,Family",186,6.9,51491.0,112.0,-100.0
Gulliver's Travels,PG,2010,42.78,"Adventure,Comedy,Family",85,4.9,66994.0,112.0,-61.80357142857142
Gun Shy,R,2000,1.63,"Comedy,Crime,Romance",101,5.7,7119.0,10.0,-83.7
Gun Shy,R,2000,1.63,"Comedy,Crime,Romance",101,5.7,7128.0,10.0,-83.7
Hacksaw Ridge,R,2016,67.21,"Biography,Drama,History",139,8.1,458275.0,40.0,68.02499999999998
Hacksaw Ridge,R,2016,67.21,"Biography,Drama,History",139,8.1,458375.0,40.0,68.02499999999998
"Hail, Caesar!",PG-13,2016,30.08,"Comedy,Drama,Music",106,6.3,127328.0,22.0,36.72727272727272
"Hail, Caesar!",PG-13,2016,30.08,"Comedy,Drama,Music",106,6.3,127353.0,22.0,36.72727272727272
Hairspray,PG,2007,118.87,"Comedy,Drama,Musical",117,6.6,122482.0,75.0,58.49333333333334
Hairspray,PG,2007,118.87,"Comedy,Drama,Musical",117,6.6,122517.0,75.0,58.49333333333334
Half Baked,R,1998,17.28,"Comedy,Crime",82,6.7,59549.0,8.0,116.00000000000001
Half Baked,R,1998,17.28,"Comedy,Crime",82,6.7,59577.0,8.0,116.00000000000001
Half Nelson,R,2006,2.69,Drama,106,7.2,85216.0,0.7,284.2857142857143
Half Nelson,R,2006,2.69,Drama,106,7.2,85234.0,0.7,284.2857142857143
Half Past Dead,PG-13,2002,15.36,"Action,Crime,Thriller",98,4.6,14992.0,25.0,-38.56
