Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Bug,PG-13,2017,22.53,"Drama,Mystery,Thriller",95,4.7,51491.0,4.0,-100.0
Bug,R,2006,7.01,"Drama,Horror,Thriller",102,6.1,33811.0,4.0,75.25
Bug,PG-13,2017,22.53,"Drama,Mystery,Thriller",95,4.7,51491.0,4.0,-100.0
Bullet to the Head,R,2012,9.48,"Action,Crime,Thriller",92,5.7,48306.0,55.0,-82.76363636363637
Bullet to the Head,R,2012,9.48,"Action,Crime,Thriller",92,5.7,48315.0,55.0,-82.76363636363637
Bulletproof Monk,PG-13,2003,23.02,"Action,Comedy,Fantasy",104,5.5,49269.0,52.0,-55.730769230769226
Bulletproof Monk,PG-13,2003,23.02,"Action,Comedy,Fantasy",104,5.5,49426.0,52.0,-55.730769230769226
Bullets Over Broadway,R,1994,13.38,"Comedy,Crime",98,7.4,37384.0,20.0,-33.099999999999994
Bullets Over Broadway,R,1994,13.38,"Comedy,Crime",98,7.4,37551.0,20.0,-33.099999999999994
Bully,R,2001,1.54,"Biography,Crime,Drama",108,6.9,36490.0,2.1,-26.666666666666668
Bully,PG-13,2011,4.04,Documentary,98,7.3,9970.0,2.1,92.38095238095238
Bully,R,2001,1.54,"Biography,Crime,Drama",108,6.9,36657.0,2.1,-26.666666666666668
Bully,PG-13,2011,4.04,Documentary,98,7.3,9973.0,2.1,92.38095238095238
Bulworth,R,1998,26.53,"Comedy,Drama,Romance",108,6.8,25292.0,30.0,-11.566666666666663
Bulworth,R,1998,26.53,"Comedy,Drama,Romance",108,6.8,25305.0,30.0,-11.566666666666663
Bumblebee,PG-13,2018,127.2,"Action,Adventure,Sci-Fi",114,6.7,147644.0,102.0,24.70588235294118
Bumblebee,PG-13,2018,127.2,"Action,Adventure,Sci-Fi",114,6.7,147681.0,102.0,24.70588235294118
Buried,R,2010,1.03,"Drama,Mystery,Thriller",95,7.0,153171.0,1.98765,-48.180011571453726
Buried,R,2011,22.53,Thriller,95,7.1,51491.0,1.98765,-100.0
Buried,R,2010,1.03,"Drama,Mystery,Thriller",95,7.0,153197.0,1.98765,-48.180011571453726
Buried,R,2011,22.53,Thriller,95,7.1,51491.0,1.98765,-100.0
Burlesque,PG-13,2010,39.44,"Drama,Music,Musical",119,6.4,81145.0,55.0,-28.290909090909093
Burlesque,PG-13,2010,39.44,"Drama,Music,Musical",119,6.4,81176.0,55.0,-28.290909090909093
Burn,R,2019,22.53,"Comedy,Crime,Thriller",88,5.7,51491.0,0.225,-100.0
Burn,R,2019,22.53,"Comedy,Crime,Thriller",88,5.7,51491.0,0.225,-100.0
Burn After Reading,R,2008,60.36,"Comedy,Crime,Drama",96,7.0,317654.0,37.0,63.13513513513514
Burn After Reading,R,2008,60.36,"Comedy,Crime,Drama",96,7.0,317699.0,37.0,63.13513513513514
Burn Your Maps,PG-13,2016,22.53,"Adventure,Comedy,Drama",102,6.7,51491.0,8.0,-100.0
Burn Your Maps,PG-13,2016,22.53,"Adventure,Comedy,Drama",102,6.7,51491.0,8.0,-100.0
Burnt,R,2015,13.65,"Comedy,Drama",101,6.6,109803.0,20.0,-31.75
Burnt,R,2015,13.65,"Comedy,Drama",101,6.6,109819.0,20.0,-31.75
But I'm a Cheerleader,R,1999,2.21,"Comedy,Drama,Romance",85,6.7,28695.0,1.2,84.16666666666667
But I'm a Cheerleader,R,1999,2.21,"Comedy,Drama,Romance",85,6.7,28708.0,1.2,84.16666666666667
Butterfly,R,2000,22.53,Documentary,79,7.3,78.0,0.25,-100.0
Butterfly,R,2000,22.53,Documentary,79,7.3,78.0,0.25,-100.0
By the Sea,R,2015,0.53,"Drama,Romance",122,5.3,19553.0,20.0,-97.35
By the Sea,R,2015,0.53,"Drama,Romance",122,5.3,19563.0,20.0,-97.35
Ca$h,R,2010,22.53,"Crime,Thriller",108,6.0,51491.0,13.7,-100.0
Ca$h,R,2010,22.53,"Crime,Thriller",108,6.0,51491.0,7.0,-100.0
Ca$h,R,2010,22.53,"Crime,Thriller",108,6.0,51491.0,13.7,-100.0
Ca$h,R,2010,22.53,"Crime,Thriller",108,6.0,51491.0,7.0,-100.0
Cabin Fever,R,2002,21.16,Horror,93,5.6,75210.0,1.5,1310.6666666666667
Cabin Fever,R,2002,21.16,Horror,93,5.6,75236.0,1.5,1310.6666666666667
Cadillac Records,R,2008,8.2,"Biography,Drama,Music",109,7.0,20574.0,12.0,-31.66666666666667
Cadillac Records,R,2008,8.2,"Biography,Drama,Music",109,7.0,20581.0,12.0,-31.66666666666667
Calendar Girls,PG-13,2003,31.04,"Comedy,Drama",108,6.9,24937.0,10.0,210.4
Calendar Girls,PG-13,2003,31.04,"Comedy,Drama",108,6.9,25093.0,10.0,210.4
Call of the Wild,PG,2009,0.03,"Adventure,Drama,Family",88,5.3,753.0,82.0,-99.96341463414635
Call of the Wild,PG,2009,0.03,"Adventure,Drama,Family",88,5.3,755.0,82.0,-99.96341463414635
Camp X-Ray,R,2014,0.01,"Drama,War",117,6.9,40039.0,1.0,-99.0
Camp X-Ray,R,2014,0.01,"Drama,War",117,6.9,40044.0,1.0,-99.0
Can You Ever Forgive Me?,R,2018,8.8,"Biography,Comedy,Crime",106,7.1,48887.0,10.0,-11.999999999999993
Can You Ever Forgive Me?,R,2018,8.8,"Biography,Comedy,Crime",106,7.1,48901.0,10.0,-11.999999999999993
Can't Hardly Wait,PG-13,1998,25.34,"Comedy,Romance",100,6.5,47475.0,10.0,153.4
Can't Hardly Wait,PG-13,1998,25.34,"Comedy,Romance",100,6.5,47484.0,10.0,153.4
Cape Fear,R,1991,79.1,"Crime,Thriller",128,7.3,180566.0,35.0,125.99999999999997
Cape Fear,R,1991,79.1,"Crime,Thriller",128,7.3,180612.0,35.0,125.99999999999997
Capitalism: A Love Story,R,2009,14.36,"Documentary,Crime,History",127,7.4,41517.0,20.0,-28.200000000000003
Capitalism: A Love Story,R,2009,14.36,"Documentary,Crime,History",127,7.4,41537.0,20.0,-28.200000000000003
Capote,R,2005,28.75,"Biography,Crime,Drama",114,7.3,127888.0,7.0,310.7142857142857
Capote,R,2005,28.75,"Biography,Crime,Drama",114,7.3,127916.0,7.0,310.7142857142857
Captain America: Civil War,PG-13,2016,408.08,"Action,Adventure,Sci-Fi",147,7.8,695834.0,250.0,63.231999999999985
Captain America: Civil War,PG-13,2016,408.08,"Action,Adventure,Sci-Fi",147,7.8,696007.0,250.0,63.231999999999985
Captain America: The First Avenger,PG-13,2011,176.65,"Action,Adventure,Sci-Fi",124,6.9,770568.0,140.0,26.178571428571434
Captain America: The First Avenger,PG-13,2011,176.65,"Action,Adventure,Sci-Fi",124,6.9,770722.0,140.0,26.178571428571434
Captain America: The Winter Soldier,PG-13,2014,259.77,"Action,Adventure,Sci-Fi",136,7.7,765376.0,170.0,52.80588235294117
Captain America: The Winter Soldier,PG-13,2014,259.77,"Action,Adventure,Sci-Fi",136,7.7,765529.0,170.0,52.80588235294117
Captain Corelli's Mandolin,R,2001,25.54,"Drama,Music,Romance",131,5.9,33479.0,57.0,-55.19298245614035
Captain Corelli's Mandolin,R,2001,25.54,"Drama,Music,Romance",131,5.9,33491.0,57.0,-55.19298245614035
Captain Marvel,PG-13,2019,426.83,"Action,Adventure,Sci-Fi",123,6.8,479683.0,175.0,143.90285714285713
Captain Marvel,PG-13,2019,426.83,"Action,Adventure,Sci-Fi",123,6.8,479828.0,175.0,143.90285714285713
Captain Phillips,PG-13,2013,107.1,"Adventure,Biography,Crime",134,7.8,433023.0,55.0,94.72727272727272
Captain Phillips,PG-13,2013,107.1,"Adventure,Biography,Crime",134,7.8,433089.0,55.0,94.72727272727272
Captain Underpants: The First Epic Movie,PG,2017,73.92,"Animation,Action,Comedy",89,6.2,25922.0,38.0,94.52631578947368
Captain Underpants: The First Epic Movie,PG,2017,73.92,"Animation,Action,Comedy",89,6.2,25930.0,38.0,94.52631578947368
Captive,R,2008,22.53,Thriller,45,7.7,51491.0,2.0,-100.0
Captive,PG-13,2015,2.56,"Action,Biography,Crime",97,5.4,6579.0,2.0,28.000000000000004
Captive,R,2008,22.53,Thriller,45,7.7,51491.0,2.0,-100.0
Captive,PG-13,2015,2.56,"Action,Biography,Crime",97,5.4,6583.0,2.0,28.000000000000004
Captive State,PG-13,2019,5.96,"Action,Horror,Sci-Fi",109,6.0,51573.0,25.0,-76.16
Captive State,PG-13,2019,5.96,"Action,Horror,Sci-Fi",109,6.0,51586.0,25.0,-76.16
Cargo,R,2011,22.53,Drama,85,5.1,51491.0,4.2,-100.0
Cargo,R,2011,22.53,Drama,85,5.1,51491.0,4.2,-100.0
Carnage,R,2011,2.55,"Comedy,Drama",80,7.2,122153.0,25.0,-89.8
Carnage,R,2011,2.55,"Comedy,Drama",80,7.2,122176.0,25.0,-89.8
Carol,R,2015,12.71,"Drama,Romance",118,7.2,120270.0,11.8,7.711864406779662
Carol,R,2015,12.71,"Drama,Romance",118,7.2,120295.0,11.8,7.711864406779662
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,135401.0,30.0,17.566666666666677
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,135401.0,1.8,1859.4444444444448
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,135425.0,30.0,17.566666666666677
Carrie,R,2013,35.27,"Drama,Horror",100,5.9,135425.0,1.8,1859.4444444444448
Cars,G,2006,244.08,"Animation,Comedy,Family",117,7.1,382079.0,70.0,248.6857142857143
Cars,G,2006,244.08,"Animation,Comedy,Family",117,7.1,382151.0,70.0,248.6857142857143
Cars 2,G,2011,191.45,"Animation,Adventure,Comedy",106,6.1,168412.0,200.0,-4.275000000000006
Cars 2,G,2011,191.45,"Animation,Adventure,Comedy",106,6.1,168455.0,200.0,-4.275000000000006
Cars 3,G,2017,152.9,"Animation,Adventure,Comedy",102,6.7,82723.0,175.0,-12.628571428571425
Cars 3,G,2017,152.9,"Animation,Adventure,Comedy",102,6.7,82754.0,175.0,-12.628571428571425
Casa de mi Padre,R,2012,5.9,"Comedy,Western",84,5.5,20493.0,6.0,-1.6666666666666607
Casa de mi Padre,R,2012,5.9,"Comedy,Western",84,5.5,20502.0,6.0,-1.6666666666666607
Case 39,R,2009,13.25,"Horror,Mystery,Thriller",109,6.2,81341.0,27.0,-50.92592592592593
Case 39,R,2009,13.25,"Horror,Mystery,Thriller",109,6.2,81352.0,27.0,-50.92592592592593
Casino,R,1995,42.44,"Crime,Drama",178,8.2,481317.0,52.0,-18.384615384615387
Casino,R,1995,42.44,"Crime,Drama",178,8.2,481422.0,52.0,-18.384615384615387
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,594650.0,102.0,64.16666666666666
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,594650.0,12.0,1295.4166666666665
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,594734.0,102.0,64.16666666666666
Casino Royale,PG-13,2006,167.45,"Action,Adventure,Thriller",144,8.0,594734.0,12.0,1295.4166666666665
Casper,PG,1995,100.33,"Comedy,Family,Fantasy",100,6.1,125156.0,55.0,82.41818181818181
Casper,PG,1995,100.33,"Comedy,Family,Fantasy",100,6.1,125186.0,55.0,82.41818181818181
Cast Away,PG-13,2000,233.63,"Adventure,Drama,Romance",143,7.8,544302.0,85.0,174.85882352941175
Cast Away,PG-13,2000,233.63,"Adventure,Drama,Romance",143,7.8,544532.0,85.0,174.85882352941175
Catch That Kid,PG,2004,16.7,"Action,Adventure,Comedy",91,5.2,9860.0,18.0,-7.222222222222226
Catch That Kid,PG,2004,16.7,"Action,Adventure,Comedy",91,5.2,9867.0,18.0,-7.222222222222226
Catch a Fire,PG-13,2006,4.29,"Biography,Drama,History",101,6.7,10055.0,14.0,-69.35714285714286
Catch a Fire,PG-13,2006,4.29,"Biography,Drama,History",101,6.7,10069.0,14.0,-69.35714285714286
Cats & Dogs,PG,2001,93.39,"Action,Comedy,Family",87,5.1,57574.0,60.0,55.65
Cats & Dogs,PG,2001,93.39,"Action,Comedy,Family",87,5.1,57586.0,60.0,55.65
Cats & Dogs: The Revenge of Kitty Galore,PG,2010,43.59,"Action,Adventure,Comedy",82,4.4,14434.0,85.0,-48.71764705882352
Cats & Dogs: The Revenge of Kitty Galore,PG,2010,43.59,"Action,Adventure,Comedy",82,4.4,14445.0,85.0,-48.71764705882352
Cats Don't Dance,G,1997,3.56,"Animation,Comedy,Family",75,6.9,7216.0,32.0,-88.875
Cats Don't Dance,G,1997,3.56,"Animation,Comedy,Family",75,6.9,7220.0,32.0,-88.875
Cecil B. Demented,R,2000,1.28,"Comedy,Crime,Thriller",87,6.2,15091.0,10.0,-87.20000000000002
Cecil B. Demented,R,2000,1.28,"Comedy,Crime,Thriller",87,6.2,15246.0,10.0,-87.20000000000002
Cedar Rapids,R,2011,6.86,Comedy,87,6.3,36411.0,10.0,-31.399999999999995
Cedar Rapids,R,2011,6.86,Comedy,87,6.3,36424.0,10.0,-31.399999999999995
Celebrity,R,1998,5.03,"Comedy,Drama",113,6.3,25849.0,12.0,-58.08333333333333
Celebrity,R,1998,5.03,"Comedy,Drama",113,6.3,26012.0,12.0,-58.08333333333333
Cellular,PG-13,2004,32.0,"Action,Crime,Thriller",94,6.5,96506.0,45.0,-28.888888888888886
Cellular,PG-13,2004,32.0,"Action,Crime,Thriller",94,6.5,96674.0,45.0,-28.888888888888886
Center Stage,PG-13,2000,17.17,"Drama,Music,Romance",115,6.7,20532.0,18.0,-4.611111111111102
Center Stage,PG-13,2000,17.17,"Drama,Music,Romance",115,6.7,20685.0,18.0,-4.611111111111102
Central Intelligence,PG-13,2016,127.44,"Action,Comedy,Crime",107,6.3,166316.0,50.0,154.88
Central Intelligence,PG-13,2016,127.44,"Action,Comedy,Crime",107,6.3,166370.0,50.0,154.88
Centurion,R,2010,0.12,"Action,Drama,History",97,6.3,79740.0,15.0,-99.20000000000002
Centurion,R,2010,0.12,"Action,Drama,History",97,6.3,79760.0,15.0,-99.20000000000002
Chain Letter,R,2010,0.14,Horror,96,4.1,5214.0,3.0,-95.33333333333333
Chain Letter,R,2010,0.14,Horror,96,4.1,5217.0,3.0,-95.33333333333333
Chain Reaction,PG-13,1996,20.55,"Action,Drama,Sci-Fi",107,5.7,50227.0,55.0,-62.63636363636365
Chain Reaction,PG-13,1996,20.55,"Action,Drama,Sci-Fi",107,5.7,50388.0,55.0,-62.63636363636365
Chain of Command,R,1994,22.53,"Action,Thriller",97,4.2,51491.0,4.0,-100.0
Chain of Command,R,2000,22.53,"Action,Adventure,Thriller",96,4.6,51491.0,4.0,-100.0
Chain of Command,R,1994,22.53,"Action,Thriller",97,4.2,51491.0,4.0,-100.0
Chain of Command,R,2000,22.53,"Action,Adventure,Thriller",96,4.6,51491.0,4.0,-100.0
Changeling,R,2008,35.74,"Biography,Crime,Drama",141,7.7,244397.0,55.0,-35.018181818181816
Changeling,R,2008,35.74,"Biography,Crime,Drama",141,7.7,244446.0,55.0,-35.018181818181816
Changing Lanes,R,2002,66.82,"Drama,Thriller",98,6.5,69340.0,45.0,48.48888888888887
Changing Lanes,R,2002,66.82,"Drama,Thriller",98,6.5,69503.0,45.0,48.48888888888887
Chappie,R,2015,31.57,"Action,Crime,Drama",120,6.8,235410.0,49.0,-35.57142857142857
Chappie,R,2015,31.57,"Action,Crime,Drama",120,6.8,235447.0,49.0,-35.57142857142857
Charlie Bartlett,R,2007,3.95,"Comedy,Drama,Romance",97,7.0,63820.0,12.0,-67.08333333333334
Charlie Bartlett,R,2007,3.95,"Comedy,Drama,Romance",97,7.0,63829.0,12.0,-67.08333333333334
Charlie St. Cloud,PG-13,2010,31.16,"Drama,Fantasy,Romance",99,6.4,59754.0,44.0,-29.18181818181818
Charlie St. Cloud,PG-13,2010,31.16,"Drama,Fantasy,Romance",99,6.4,59768.0,44.0,-29.18181818181818
Charlie Wilson's War,R,2007,66.66,"Biography,Comedy,Drama",102,7.0,113140.0,75.0,-11.120000000000005
Charlie Wilson's War,R,2007,66.66,"Biography,Comedy,Drama",102,7.0,113160.0,75.0,-11.120000000000005
Charlie and the Chocolate Factory,PG,2005,206.46,"Adventure,Comedy,Family",115,6.6,441789.0,150.0,37.64000000000001
Charlie and the Chocolate Factory,PG,2005,206.46,"Adventure,Comedy,Family",115,6.6,441865.0,150.0,37.64000000000001
Charlie's Angels,PG-13,2000,125.31,"Action,Adventure,Comedy",98,5.6,180540.0,90.0,39.233333333333334
Charlie's Angels,PG-13,2019,22.53,"Action,Adventure,Comedy",118,4.8,51491.0,90.0,-100.0
Charlie's Angels,PG-13,2000,125.31,"Action,Adventure,Comedy",98,5.6,180717.0,90.0,39.233333333333334
Charlie's Angels,PG-13,2019,22.53,"Action,Adventure,Comedy",118,4.8,51491.0,90.0,-100.0
Charlie's Angels: Full Throttle,PG-13,2003,100.83,"Action,Adventure,Comedy",106,4.9,123920.0,120.0,-15.975
Charlie's Angels: Full Throttle,PG-13,2003,100.83,"Action,Adventure,Comedy",106,4.9,124087.0,120.0,-15.975
Charlotte's Web,G,2006,82.99,"Adventure,Comedy,Family",97,6.3,38703.0,82.5,0.5939393939393878
Charlotte's Web,G,2006,82.99,"Adventure,Comedy,Family",97,6.3,38718.0,82.5,0.5939393939393878
Charly,PG,2002,0.81,"Comedy,Drama,Romance",103,6.6,951.0,0.95,-14.736842105263149
Charly,PG,2002,0.81,"Comedy,Drama,Romance",103,6.6,953.0,0.95,-14.736842105263149
Chasing Amy,R,1997,12.01,"Comedy,Drama,Romance",113,7.2,134121.0,0.25,4704.0
Chasing Amy,R,1997,12.01,"Comedy,Drama,Romance",113,7.2,134158.0,0.25,4704.0
Chasing Liberty,PG-13,2004,12.19,"Comedy,Romance",111,6.1,38185.0,23.0,-47.0
Chasing Liberty,PG-13,2004,12.19,"Comedy,Romance",111,6.1,38342.0,23.0,-47.0
Chasing Mavericks,PG,2012,6.0,"Biography,Drama,Sport",116,7.1,31508.0,20.0,-70.0
Chasing Mavericks,PG,2012,6.0,"Biography,Drama,Sport",116,7.1,31520.0,20.0,-70.0
Chasing Papi,PG,2003,6.13,"Comedy,Romance",80,4.8,4018.0,9.0,-31.88888888888889
Chasing Papi,PG,2003,6.13,"Comedy,Romance",80,4.8,4025.0,9.0,-31.88888888888889
Cheaper by the Dozen,PG,2003,138.61,"Comedy,Family",98,5.9,97023.0,40.0,246.525
Cheaper by the Dozen,PG,2003,138.61,"Comedy,Family",98,5.9,97197.0,40.0,246.525
Cheaper by the Dozen 2,PG,2005,82.57,"Adventure,Comedy,Family",94,5.5,56053.0,60.0,37.61666666666665
Cheaper by the Dozen 2,PG,2005,82.57,"Adventure,Comedy,Family",94,5.5,56072.0,60.0,37.61666666666665
Chernobyl Diaries,R,2012,18.12,"Horror,Mystery,Thriller",86,5.0,64727.0,1.0,1712.0
Chernobyl Diaries,R,2012,18.12,"Horror,Mystery,Thriller",86,5.0,64734.0,1.0,1712.0
Red Cliff,R,2008,0.63,"Action,Adventure,Drama",148,7.4,44544.0,40.0,-98.425
Red Cliff,R,2008,0.63,"Action,Adventure,Drama",148,7.4,44551.0,40.0,-98.425
Chicago,PG-13,2002,170.69,"Comedy,Crime,Musical",113,7.2,220287.0,30.0,468.96666666666664
Chicago,PG-13,2002,170.69,"Comedy,Crime,Musical",113,7.2,220337.0,30.0,468.96666666666664
Chicago Overcoat,R,2009,22.53,"Action,Adventure,Crime",94,6.0,51491.0,3.0,-100.0
Chicago Overcoat,R,2009,22.53,"Action,Adventure,Crime",94,6.0,51491.0,3.0,-100.0
Chicken Little,G,2005,135.39,"Animation,Adventure,Comedy",81,5.7,87976.0,150.0,-9.740000000000009
Chicken Little,G,2005,135.39,"Animation,Adventure,Comedy",81,5.7,87996.0,150.0,-9.740000000000009
Chicken Run,G,2000,106.83,"Animation,Adventure,Comedy",84,7.0,181231.0,42.0,154.35714285714286
Chicken Run,G,2000,106.83,"Animation,Adventure,Comedy",84,7.0,181271.0,42.0,154.35714285714286
Child 44,R,2015,1.21,"Crime,Drama,History",137,6.5,67767.0,50.0,-97.58
Child 44,R,2015,1.21,"Crime,Drama,History",137,6.5,67782.0,50.0,-97.58
Child's Play,R,2019,29.21,"Drama,Horror,Sci-Fi",90,5.7,46727.0,9.0,224.55555555555557
Child's Play,R,2019,29.21,"Drama,Horror,Sci-Fi",90,5.7,46743.0,9.0,224.55555555555557
Child's Play 2,R,1990,28.5,"Horror,Thriller",84,5.9,46986.0,13.0,119.23076923076923
Child's Play 2,R,1990,28.5,"Horror,Thriller",84,5.9,47003.0,13.0,119.23076923076923
Childless,R,2008,22.53,Drama,90,5.8,51491.0,1.0,-100.0
Childless,R,2008,22.53,Drama,90,5.8,51491.0,1.0,-100.0
Children of Men,R,2006,35.55,"Adventure,Drama,Sci-Fi",109,7.9,474987.0,76.0,-53.22368421052632
Children of Men,R,2006,35.55,"Adventure,Drama,Sci-Fi",109,7.9,475069.0,76.0,-53.22368421052632
Chill Factor,R,1999,11.23,"Action,Adventure,Comedy",102,5.2,9418.0,34.0,-66.97058823529412
Chill Factor,R,1999,11.23,"Action,Adventure,Comedy",102,5.2,9431.0,34.0,-66.97058823529412
Chloe,R,2009,3.07,"Drama,Mystery,Romance",96,6.3,70706.0,13.0,-76.38461538461539
Chloe,R,2009,3.07,"Drama,Mystery,Romance",96,6.3,70719.0,13.0,-76.38461538461539
Chocolat,PG-13,2000,71.51,"Drama,Romance",121,7.2,181034.0,25.0,186.04000000000002
Chocolat,PG-13,2000,71.51,"Drama,Romance",121,7.2,181056.0,25.0,186.04000000000002
Choke,R,2001,22.53,Thriller,89,4.0,51491.0,3.4,-100.0
Choke,R,2008,2.93,"Comedy,Drama",92,6.4,31882.0,3.4,-13.823529411764698
Choke,R,2001,22.53,Thriller,89,4.0,51491.0,3.4,-100.0
Choke,R,2008,2.93,"Comedy,Drama",92,6.4,31895.0,3.4,-13.823529411764698
Christmas with the Kranks,PG,2004,73.78,"Comedy,Family",99,5.4,45131.0,50.0,47.56
Christmas with the Kranks,PG,2004,73.78,"Comedy,Family",99,5.4,45142.0,50.0,47.56
Christopher Robin,PG,2018,99.22,"Adventure,Comedy,Drama",104,7.3,71697.0,75.0,32.29333333333333
Christopher Robin,PG,2018,99.22,"Adventure,Comedy,Drama",104,7.3,71714.0,75.0,32.29333333333333
Chronicle,PG-13,2012,64.58,"Adventure,Drama,Sci-Fi",84,7.0,242863.0,12.0,438.1666666666667
Chronicle,PG-13,2012,64.58,"Adventure,Drama,Sci-Fi",84,7.0,242886.0,12.0,438.1666666666667
Churchill,PG,2015,22.53,Biography,65,6.3,51491.0,10.0,-100.0
Churchill,PG,2015,22.53,Biography,65,6.3,51491.0,10.0,-100.0
Cinderella,G,1997,22.53,"Family,Fantasy,Musical",88,6.7,51491.0,95.0,-100.0
Cinderella,G,1997,22.53,"Family,Fantasy,Musical",88,6.7,51491.0,2.9,-100.0
Cinderella,G,1990,22.53,"Animation,Short,Family",26,5.9,51491.0,95.0,-100.0
Cinderella,G,1990,22.53,"Animation,Short,Family",26,5.9,51491.0,2.9,-100.0
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,165530.0,95.0,111.73684210526315
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,165530.0,2.9,6836.206896551724
Cinderella,G,1997,22.53,"Family,Fantasy,Musical",88,6.7,51491.0,95.0,-100.0
Cinderella,G,1997,22.53,"Family,Fantasy,Musical",88,6.7,51491.0,2.9,-100.0
Cinderella,G,1990,22.53,"Animation,Short,Family",26,5.9,51491.0,95.0,-100.0
Cinderella,G,1990,22.53,"Animation,Short,Family",26,5.9,51491.0,2.9,-100.0
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,165558.0,95.0,111.73684210526315
Cinderella,PG,2015,201.15,"Drama,Family,Fantasy",105,6.9,165558.0,2.9,6836.206896551724
Cinderella Man,PG-13,2005,61.65,"Biography,Drama,History",144,8.0,179645.0,88.0,-29.94318181818182
Cinderella Man,PG-13,2005,61.65,"Biography,Drama,History",144,8.0,179687.0,88.0,-29.94318181818182
Circumstance,R,2011,0.44,Drama,107,5.8,7435.0,0.9,-51.11111111111111
Circumstance,R,2011,0.44,Drama,107,5.8,7436.0,0.9,-51.11111111111111
Cirque du Freak: The Vampire's Assistant,PG-13,2009,14.05,"Action,Adventure,Fantasy",109,5.8,43873.0,40.0,-64.875
Cirque du Freak: The Vampire's Assistant,PG-13,2009,14.05,"Action,Adventure,Fantasy",109,5.8,43888.0,40.0,-64.875
Cirque du Soleil: Worlds Away,PG,2012,12.5,Fantasy,91,6.8,7910.0,25.0,-50.0
Cirque du Soleil: Worlds Away,PG,2012,12.5,Fantasy,91,6.8,7914.0,25.0,-50.0
City Hall,R,1996,20.2,"Drama,Thriller",111,6.2,19936.0,40.0,-49.5
City Hall,R,1996,20.2,"Drama,Thriller",111,6.2,19947.0,40.0,-49.5
City Island,PG-13,2009,6.67,"Comedy,Drama",104,7.4,31011.0,6.0,11.166666666666664
City Island,PG-13,2009,6.67,"Comedy,Drama",104,7.4,31020.0,6.0,11.166666666666664
City by the Sea,R,2002,22.43,"Crime,Drama,Mystery",108,6.1,24566.0,40.0,-43.925000000000004
City by the Sea,R,2002,22.43,"Crime,Drama,Mystery",108,6.1,24575.0,40.0,-43.925000000000004
City of Angels,PG-13,1998,78.69,"Drama,Fantasy,Romance",114,6.7,115935.0,55.0,43.07272727272727
City of Angels,PG-13,1998,78.69,"Drama,Fantasy,Romance",114,6.7,115959.0,55.0,43.07272727272727
City of Ember,PG,2008,7.87,"Adventure,Family,Fantasy",90,6.5,63738.0,38.0,-79.28947368421052
City of Ember,PG,2008,7.87,"Adventure,Family,Fantasy",90,6.5,63751.0,38.0,-79.28947368421052
City of Ghosts,R,2002,0.04,"Crime,Drama,Thriller",116,6.0,5130.0,17.5,-99.77142857142857
City of Ghosts,R,2017,0.13,"Documentary,War",92,7.4,3656.0,17.5,-99.25714285714287
City of Ghosts,R,2002,0.04,"Crime,Drama,Thriller",116,6.0,5138.0,17.5,-99.77142857142857
City of Ghosts,R,2017,0.13,"Documentary,War",92,7.4,3658.0,17.5,-99.25714285714287
Civil Brand,R,2002,0.24,"Drama,Thriller,Crime",95,5.2,705.0,0.5,-52.0
Civil Brand,R,2002,0.24,"Drama,Thriller,Crime",95,5.2,706.0,0.5,-52.0
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,274166.0,125.0,30.568000000000005
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,274166.0,15.0,988.0666666666666
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,274197.0,125.0,30.568000000000005
Clash of the Titans,PG-13,2010,163.21,"Action,Adventure,Fantasy",106,5.8,274197.0,15.0,988.0666666666666
Clay Pigeons,R,1998,1.79,"Comedy,Crime",104,6.6,11048.0,8.0,-77.625
Clay Pigeons,R,1998,1.79,"Comedy,Crime",104,6.6,11058.0,8.0,-77.625
Clear and Present Danger,PG-13,1994,122.19,"Action,Crime,Drama",141,6.9,93261.0,62.0,97.08064516129032
Clear and Present Danger,PG-13,1994,122.19,"Action,Crime,Drama",141,6.9,93283.0,62.0,97.08064516129032
Clerks,R,1994,3.15,Comedy,92,7.7,214699.0,0.027,11566.666666666666
Clerks,R,2000–2001,22.53,"Animation,Comedy",22,7.4,51491.0,0.027,-100.0
Clerks,R,1994,3.15,Comedy,92,7.7,214744.0,0.027,11566.666666666666
Clerks,R,2000–2001,22.53,"Animation,Comedy",22,7.4,51491.0,0.027,-100.0
Clerks II,R,2006,24.14,Comedy,97,7.3,131498.0,5.0,382.8
